array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
,88.0,151.0,212.0,216.0,250.0,113.0,52
,70.0,100.0,171.0,26.0,141.0,25.0,88
,5.0,19.0,139.0,102.0,12.0,33.0,100
,81.0,104.0,116.0,101.0,171.0,16.0,230
,194.0,8.0,152.0,17.0,179.0,36.0,68
,53.0,179.0,148.0,170.0,59.0,114.0,213
,193.0,6.0,175.0,253.0,121.0,61.0,6
,185.0,205.0,25.0,97.0,168.0,13.0,150
,161.0,21.0,48.0,168.0,4.0,211.0,112
,53.0,240.0,212.0,39.0,9.0,14.0,201
,233.0,2.0,51.0,133.0,138.0,163.0,57
,200.0,88.0,15.0,105.0,149.0,20.0,21
,65.0,0.0,229.0,118.0,49.0,146.0,69
,43.0,93.0,50.0,64.0,250.0,167.0,55
,103.0,9.0,203.0,127.0,125.0,2.0,119
,236.0,172.0,8.0,114.0,1.0,201.0,21
,237.0,201.0,112.0,155.0,125.0,141.0,248
,165.0,3.0,196.0,27.0,153.0,249.0,29
,136.0,145.0,108.0,171.0,217.0,87.0,80
,167.0,54.0,229.0,140.0,71.0,171.0,13
,170.0,164.0,210.0,226.0,69.0,126.0,253
,185.0,100.0,129.0,105.0,242.0,83.0,5
,245.0,197.0,157.0,48.0,220.0,154.0,120
,241.0,151.0,184.0,180.0,134.0,115.0,65
,30.0,70.0,161.0,231.0,156.0,37.0,0
,28.0,90.0,92.0,200.0,201.0,42.0,31
,235.0,111.0,157.0,15.0,9.0,17.0,116
,181.0,239.0,189.0,237.0,26.0,206.0,14
,40.0,221.0,71.0,141.0,72.0,160.0,8
,19.0,168.0,161.0,107.0,61.0,234.0,203
,61.0,154.0,135.0,121.0,40.0,81.0,137
,180.0,55.0,147.0,164.0,137.0,144.0,39
,16.0,88.0,36.0,137.0,70.0,40.0,95
,192.0,33.0,61.0,16.0,119.0,136.0,146
,118.0,44.0,220.0,251.0,176.0,184.0,92
,244.0,32.0,63.0,225.0,220.0,191.0,54
,15.0,249.0,101.0,62.0,222.0,128.0,240
,51.0,217.0,81.0,41.0,222.0,69.0,86
,,15.0,121.0,64.0,76.0,163.0,72
,,79.0,246.0,38.0,212.0,195.0,171
,,255.0,116.0,54.0,240.0,91.0,151
,,74.0,136.0,192.0,252.0,1.0,245
,,100.0,187.0,201.0,169.0,17.0,52
,,187.0,47.0,124.0,136.0,206.0,231
,,252.0,105.0,196.0,183.0,185.0,12
,,97.0,15.0,224.0,232.0,185.0,87
,,127.0,158.0,49.0,97.0,150.0,78
,,4.0,151.0,204.0,215.0,65.0,79
,,202.0,96.0,180.0,11.0,85.0,172
,,145.0,18.0,226.0,76.0,33.0,140
,,12.0,160.0,23.0,197.0,27.0,254
,,175.0,208.0,179.0,28.0,2.0,202
,,165.0,244.0,73.0,9.0,83.0,81
,,255.0,186.0,42.0,30.0,87.0,6
,,178.0,246.0,116.0,148.0,81.0,224
,,187.0,195.0,9.0,70.0,173.0,244
,,1.0,30.0,151.0,117.0,130.0,37
,,67.0,55.0,67.0,52.0,146.0,36
,,247.0,99.0,103.0,70.0,97.0,137
,,9.0,104.0,125.0,158.0,154.0,148
,,83.0,246.0,105.0,227.0,86.0,27
,,239.0,193.0,81.0,86.0,125.0,239
,,82.0,185.0,167.0,132.0,22.0,221
,,203.0,37.0,160.0,82.0,55.0,77
,,42.0,204.0,122.0,68.0,137.0,6
,,118.0,237.0,12.0,214.0,191.0,61
,,214.0,237.0,130.0,226.0,101.0,87
,,242.0,48.0,46.0,145.0,211.0,126
,,222.0,188.0,21.0,53.0,221.0,252
,,146.0,221.0,182.0,39.0,175.0,70
,,100.0,78.0,30.0,63.0,171.0,1
,,216.0,22.0,132.0,137.0,230.0,159
,,151.0,221.0,142.0,95.0,194.0,162
,,103.0,6.0,49.0,73.0,43.0,37
,,226.0,177.0,243.0,161.0,221.0,115
,,85.0,121.0,52.0,0.0,226.0,115
,,140.0,223.0,59.0,252.0,28.0,175
,,159.0,53.0,55.0,132.0,57.0,83
,,194.0,51.0,75.0,32.0,19.0,142
,,201.0,131.0,245.0,56.0,20.0,85
,,239.0,235.0,33.0,56.0,172.0,25
,,113.0,151.0,67.0,48.0,173.0,249
,,83.0,196.0,22.0,112.0,218.0,240
,,143.0,250.0,191.0,22.0,128.0,136
,,110.0,200.0,199.0,105.0,82.0,101
,,155.0,144.0,99.0,152.0,192.0,14
,,130.0,66.0,113.0,167.0,31.0,43
,,64.0,139.0,124.0,144.0,20.0,83
,,113.0,170.0,70.0,243.0,194.0,56
,,134.0,157.0,31.0,173.0,40.0,67
,,248.0,30.0,247.0,169.0,117.0,192
,,246.0,1.0,38.0,53.0,93.0,248
,,28.0,235.0,9.0,56.0,224.0,119
,,0.0,84.0,165.0,59.0,38.0,150
,,38.0,23.0,100.0,189.0,171.0,178
,,184.0,43.0,233.0,127.0,130.0,68
,,130.0,207.0,73.0,105.0,227.0,122
,,55.0,171.0,9.0,104.0,203.0,107
,,242.0,55.0,131.0,231.0,12.0,183
,,147.0,234.0,21.0,180.0,12.0,210
,,15.0,86.0,161.0,214.0,87.0,20
,,67.0,34.0,202.0,35.0,3.0,19
,,140.0,197.0,120.0,16.0,87.0,236
,,88.0,245.0,198.0,44.0,1.0,133
,,43.0,41.0,61.0,24.0,110.0,181
,,110.0,141.0,116.0,19.0,45.0,184
,,171.0,133.0,122.0,99.0,125.0,142
,,30.0,8.0,208.0,109.0,34.0,243
,,237.0,105.0,192.0,20.0,23.0,74
,,159.0,129.0,198.0,190.0,15.0,85
,,91.0,221.0,73.0,243.0,47.0,66
,,125.0,179.0,31.0,45.0,197.0,187
,,163.0,77.0,178.0,230.0,61.0,172
,,202.0,144.0,228.0,86.0,179.0,86
,,145.0,154.0,112.0,191.0,209.0,237
,,108.0,67.0,100.0,91.0,174.0,90
,,118.0,5.0,5.0,61.0,198.0,162
,,63.0,188.0,5.0,206.0,132.0,230
,,55.0,206.0,221.0,96.0,158.0,212
,,78.0,168.0,22.0,122.0,117.0,255
,,221.0,60.0,241.0,95.0,37.0,45
,,244.0,124.0,202.0,147.0,129.0,17
,,144.0,43.0,218.0,188.0,28.0,199
,,98.0,35.0,134.0,41.0,161.0,138
,,211.0,121.0,39.0,176.0,247.0,134
,,185.0,134.0,123.0,19.0,1.0,95
,,80.0,49.0,209.0,75.0,181.0,113
,,172.0,15.0,88.0,232.0,33.0,178
,,191.0,54.0,230.0,111.0,184.0,28
,,208.0,168.0,25.0,235.0,108.0,39
,,18.0,105.0,223.0,235.0,127.0,40
,,139.0,198.0,216.0,65.0,227.0,218
,,174.0,88.0,238.0,115.0,245.0,86
,,248.0,19.0,139.0,65.0,198.0,28
,,138.0,246.0,99.0,189.0,183.0,248
,,232.0,230.0,62.0,204.0,105.0,107
,,119.0,197.0,231.0,61.0,193.0,94
,,216.0,86.0,242.0,33.0,59.0,194
,,26.0,12.0,74.0,119.0,235.0,204
,,18.0,122.0,78.0,147.0,103.0,126
,,252.0,26.0,224.0,240.0,200.0,203
,,82.0,235.0,147.0,226.0,13.0,167
,,103.0,100.0,151.0,22.0,75.0,120
,,37.0,125.0,105.0,227.0,85.0,14
,,125.0,67.0,110.0,12.0,174.0,133
,,227.0,176.0,241.0,51.0,81.0,224
,,109.0,226.0,162.0,151.0,148.0,44
,,205.0,149.0,247.0,207.0,248.0,53
,,132.0,243.0,202.0,137.0,20.0,176
,,186.0,0.0,219.0,77.0,14.0,103
,,225.0,236.0,212.0,155.0,229.0,214
,,11.0,23.0,59.0,216.0,184.0,217
,,224.0,38.0,36.0,166.0,78.0,109
,,61.0,210.0,254.0,238.0,149.0,185
,,5.0,210.0,246.0,124.0,200.0,103
,,176.0,179.0,49.0,246.0,251.0,158
,,255.0,244.0,85.0,142.0,185.0,76
,,117.0,140.0,54.0,227.0,248.0,118
,,189.0,187.0,226.0,47.0,104.0,2
,,32.0,116.0,73.0,32.0,7.0,252
,,211.0,253.0,103.0,226.0,212.0,88
,,204.0,128.0,199.0,176.0,221.0,170
,,156.0,221.0,4.0,161.0,62.0,161
,,178.0,127.0,191.0,105.0,82.0,25
,,147.0,120.0,229.0,35.0,108.0,51
,,67.0,253.0,38.0,134.0,243.0,178
,,,192.0,201.0,40.0,134.0,188
,,,103.0,140.0,227.0,33.0,178
,,,18.0,178.0,139.0,56.0,117
,,,166.0,184.0,212.0,197.0,126
,,,81.0,127.0,63.0,104.0,0
,,,29.0,67.0,238.0,132.0,134
,,,191.0,234.0,14.0,158.0,164
,,,59.0,215.0,174.0,67.0,151
,,,247.0,199.0,1.0,5.0,3
,,,208.0,104.0,32.0,166.0,142
,,,150.0,162.0,10.0,216.0,231
,,,219.0,235.0,93.0,247.0,82
,,,250.0,249.0,124.0,224.0,97
,,,216.0,30.0,150.0,167.0,143
,,,142.0,169.0,173.0,53.0,240
,,,8.0,5.0,100.0,19.0,129
,,,39.0,3.0,10.0,79.0,153
,,,168.0,33.0,247.0,233.0,87
,,,7.0,77.0,26.0,158.0,175
,,,133.0,176.0,126.0,220.0,134
,,,149.0,49.0,228.0,194.0,221
,,,17.0,144.0,4.0,93.0,90
,,,130.0,92.0,156.0,23.0,41
,,,133.0,70.0,165.0,217.0,196
,,,209.0,75.0,187.0,57.0,163
,,,111.0,100.0,234.0,66.0,46
,,,86.0,241.0,195.0,50.0,114
,,,88.0,223.0,117.0,69.0,77
,,,211.0,115.0,163.0,35.0,162
,,,144.0,233.0,246.0,41.0,203
,,,36.0,121.0,201.0,255.0,32
,,,227.0,10.0,253.0,148.0,149
,,,185.0,79.0,98.0,25.0,252
,,,194.0,125.0,187.0,36.0,42
,,,44.0,73.0,161.0,101.0,73
,,,22.0,51.0,146.0,241.0,175
,,,78.0,183.0,205.0,243.0,254
,,,185.0,229.0,155.0,144.0,240
,,,117.0,20.0,34.0,70.0,250
,,,81.0,157.0,28.0,115.0,201
,,,44.0,142.0,52.0,71.0,212
,,,81.0,19.0,212.0,171.0,241
,,,242.0,254.0,45.0,59.0,41
,,,94.0,138.0,243.0,250.0,55
,,,205.0,117.0,138.0,91.0,53
,,,233.0,145.0,162.0,100.0,161
,,,183.0,115.0,59.0,164.0,255
,,,1.0,189.0,255.0,13.0,150
,,,162.0,190.0,118.0,139.0,225
,,,150.0,112.0,12.0,150.0,127
,,,8.0,109.0,249.0,19.0,112
,,,155.0,25.0,140.0,38.0,246
,,,194.0,185.0,104.0,223.0,105
,,,173.0,137.0,134.0,203.0,136
,,,251.0,143.0,32.0,120.0,179
,,,246.0,110.0,123.0,222.0,221
,,,231.0,245.0,33.0,147.0,220
,,,163.0,35.0,128.0,207.0,125
,,,131.0,123.0,56.0,98.0,177
,,,13.0,128.0,194.0,40.0,63
,,,182.0,16.0,131.0,218.0,192
,,,252.0,74.0,166.0,99.0,2
,,,1.0,111.0,104.0,191.0,167
,,,111.0,58.0,227.0,149.0,172
,,,178.0,136.0,190.0,91.0,211
,,,188.0,197.0,161.0,98.0,169
,,,228.0,111.0,87.0,91.0,196
,,,141.0,145.0,6.0,67.0,30
,,,26.0,199.0,113.0,65.0,233
,,,10.0,65.0,12.0,74.0,52
,,,122.0,152.0,10.0,250.0,221
,,,229.0,239.0,255.0,188.0,191
,,,78.0,39.0,181.0,181.0,19
,,,221.0,103.0,87.0,174.0,155
,,,197.0,169.0,53.0,254.0,103
,,,113.0,135.0,68.0,197.0,188
,,,180.0,124.0,109.0,208.0,162
,,,66.0,156.0,46.0,19.0,69
,,,25.0,88.0,153.0,69.0,213
,,,211.0,202.0,234.0,233.0,176
,,,118.0,92.0,202.0,104.0,47
,,,13.0,71.0,87.0,62.0,207
,,,163.0,17.0,181.0,193.0,175
,,,56.0,58.0,119.0,188.0,66
,,,76.0,206.0,226.0,153.0,163
,,,50.0,206.0,87.0,26.0,3
,,,22.0,90.0,16.0,65.0,212
,,,114.0,164.0,143.0,188.0,170
,,,220.0,68.0,226.0,248.0,93
,,,247.0,49.0,155.0,54.0,127
,,,103.0,74.0,9.0,167.0,173
,,,30.0,71.0,181.0,151.0,150
,,,172.0,183.0,10.0,70.0,81
,,,29.0,92.0,56.0,213.0,240
,,,207.0,125.0,202.0,200.0,170
,,,71.0,78.0,1.0,117.0,73
,,,197.0,244.0,123.0,108.0,232
,,,152.0,55.0,76.0,59.0,226
,,,43.0,134.0,95.0,124.0,163
,,,47.0,218.0,107.0,255.0,78
,,,65.0,51.0,254.0,249.0,202
,,,14.0,15.0,68.0,209.0,215
,,,58.0,47.0,245.0,6.0,198
,,,27.0,200.0,99.0,251.0,204
,,,90.0,11.0,27.0,95.0,17
,,,250.0,48.0,60.0,33.0,95
,,,32.0,152.0,41.0,113.0,247
,,,59.0,199.0,235.0,200.0,223
,,,55.0,96.0,241.0,135.0,7
,,,118.0,227.0,242.0,209.0,166
,,,168.0,141.0,150.0,56.0,8
,,,1.0,105.0,17.0,251.0,191
,,,9.0,224.0,7.0,168.0,250
,,,151.0,154.0,216.0,53.0,74
,,,238.0,208.0,183.0,194.0,11
,,,188.0,128.0,28.0,249.0,103
,,,85.0,158.0,164.0,160.0,44
,,,96.0,198.0,112.0,145.0,89
,,,9.0,35.0,244.0,247.0,30
,,,201.0,67.0,245.0,120.0,29
,,,236.0,180.0,229.0,134.0,64
,,,204.0,247.0,227.0,9.0,238
,,,98.0,20.0,21.0,219.0,105
,,,158.0,21.0,94.0,116.0,132
,,,56.0,250.0,183.0,202.0,139
,,,231.0,43.0,173.0,93.0,64
,,,28.0,32.0,7.0,189.0,139
,,,123.0,65.0,238.0,120.0,28
,,,194.0,39.0,81.0,151.0,95
,,,1.0,32.0,114.0,103.0,87
,,,127.0,93.0,195.0,68.0,37
,,,75.0,152.0,67.0,51.0,222
,,,166.0,46.0,234.0,80.0,108
,,,29.0,68.0,178.0,171.0,178
,,,165.0,78.0,1.0,24.0,169
,,,202.0,97.0,202.0,159.0,151
,,,26.0,253.0,120.0,213.0,182
,,,215.0,36.0,125.0,190.0,237
,,,147.0,212.0,207.0,98.0,203
,,,30.0,114.0,229.0,219.0,106
,,,82.0,170.0,105.0,123.0,70
,,,165.0,205.0,129.0,222.0,48
,,,246.0,164.0,82.0,230.0,190
,,,103.0,73.0,225.0,229.0,109
,,,255.0,238.0,250.0,186.0,139
,,,119.0,50.0,49.0,187.0,192
,,,178.0,23.0,193.0,101.0,82
,,,13.0,40.0,97.0,231.0,74
,,,146.0,81.0,89.0,18.0,126
,,,212.0,218.0,235.0,71.0,177
,,,90.0,184.0,212.0,51.0,154
,,,122.0,141.0,59.0,202.0,237
,,,242.0,2.0,23.0,82.0,75
,,,134.0,163.0,34.0,130.0,165
,,,36.0,6.0,116.0,121.0,206
,,,105.0,246.0,164.0,134.0,30
,,,196.0,140.0,236.0,185.0,8
,,,6.0,74.0,188.0,56.0,7
,,,147.0,63.0,209.0,113.0,182
,,,84.0,139.0,84.0,215.0,98
,,,15.0,198.0,216.0,226.0,58
,,,210.0,157.0,198.0,21.0,252
,,,240.0,87.0,214.0,4.0,145
,,,61.0,116.0,126.0,168.0,240
,,,46.0,173.0,254.0,44.0,141
,,,49.0,26.0,126.0,171.0,32
,,,174.0,38.0,147.0,201.0,232
,,,190.0,100.0,153.0,120.0,190
,,,78.0,103.0,7.0,193.0,104
,,,74.0,248.0,217.0,157.0,185
,,,89.0,81.0,32.0,201.0,102
,,,151.0,244.0,184.0,210.0,110
,,,38.0,79.0,181.0,114.0,95
,,,231.0,103.0,38.0,205.0,46
,,,186.0,62.0,202.0,155.0,157
,,,102.0,168.0,132.0,16.0,241
,,,177.0,123.0,161.0,147.0,235
,,,172.0,239.0,16.0,26.0,119
,,,80.0,108.0,221.0,60.0,120
,,,181.0,155.0,139.0,61.0,191
,,,100.0,40.0,250.0,215.0,207
,,,252.0,207.0,238.0,65.0,183
,,,126.0,238.0,3.0,172.0,14
,,,208.0,142.0,90.0,177.0,206
,,,226.0,18.0,26.0,162.0,168
,,,169.0,190.0,135.0,196.0,240
,,,4.0,222.0,118.0,225.0,156
,,,25.0,87.0,77.0,18.0,200
,,,251.0,12.0,250.0,28.0,212
,,,237.0,52.0,72.0,146.0,198
,,,84.0,223.0,18.0,167.0,128
,,,222.0,205.0,200.0,133.0,15
,,,171.0,2.0,162.0,242.0,84
,,,94.0,14.0,38.0,231.0,219
,,,193.0,255.0,236.0,46.0,60
,,,22.0,65.0,227.0,68.0,232
,,,91.0,94.0,207.0,0.0,67
,,,74.0,43.0,63.0,161.0,13
,,,35.0,219.0,58.0,219.0,246
,,,134.0,210.0,251.0,118.0,242
,,,191.0,110.0,152.0,249.0,249
,,,138.0,89.0,139.0,189.0,198
,,,230.0,76.0,69.0,2.0,217
,,,187.0,16.0,219.0,124.0,59
,,,172.0,250.0,147.0,161.0,143
,,,70.0,174.0,62.0,134.0,67
,,,18.0,168.0,12.0,15.0,255
,,,7.0,198.0,253.0,15.0,213
,,,199.0,163.0,61.0,74.0,24
,,,123.0,72.0,217.0,125.0,113
,,,79.0,139.0,57.0,168.0,184
,,,64.0,122.0,88.0,34.0,67
,,,150.0,128.0,108.0,242.0,73
,,,121.0,236.0,16.0,6.0,234
,,,10.0,77.0,188.0,75.0,169
,,,190.0,44.0,144.0,18.0,124
,,,147.0,35.0,171.0,55.0,16
,,,48.0,126.0,59.0,218.0,199
,,,32.0,130.0,145.0,15.0,180
,,,249.0,64.0,49.0,195.0,21
,,,47.0,229.0,252.0,168.0,160
,,,220.0,39.0,15.0,54.0,176
,,,236.0,212.0,12.0,248.0,46
,,,46.0,65.0,100.0,205.0,116
,,,81.0,17.0,156.0,214.0,217
,,,37.0,165.0,172.0,252.0,24
,,,18.0,135.0,111.0,226.0,187
,,,101.0,224.0,33.0,86.0,105
,,,4.0,32.0,62.0,145.0,42
,,,236.0,194.0,52.0,94.0,209
,,,160.0,174.0,217.0,0.0,144
,,,169.0,238.0,130.0,240.0,155
,,,92.0,193.0,94.0,169.0,114
,,,20.0,213.0,47.0,108.0,249
,,,143.0,178.0,51.0,245.0,156
,,,4.0,207.0,116.0,24.0,203
,,,161.0,18.0,107.0,110.0,43
,,,234.0,22.0,109.0,248.0,212
,,,71.0,107.0,154.0,142.0,8
,,,197.0,89.0,194.0,174.0,222
,,,229.0,37.0,178.0,229.0,74
,,,138.0,155.0,138.0,95.0,94
,,,161.0,51.0,63.0,199.0,223
,,,0.0,144.0,210.0,29.0,43
,,,68.0,58.0,87.0,189.0,57
,,,101.0,162.0,192.0,40.0,91
,,,52.0,146.0,86.0,87.0,75
,,,73.0,149.0,6.0,95.0,223
,,,189.0,189.0,38.0,214.0,139
,,,244.0,212.0,30.0,183.0,91
,,,72.0,216.0,30.0,97.0,70
,,,216.0,0.0,202.0,146.0,81
,,,121.0,50.0,185.0,116.0,135
,,,196.0,222.0,50.0,134.0,179
,,,150.0,15.0,211.0,73.0,11
,,,249.0,44.0,177.0,34.0,103
,,,,88.0,128.0,13.0,50
,,,,204.0,143.0,169.0,74
,,,,153.0,126.0,102.0,56
,,,,116.0,132.0,164.0,155
,,,,147.0,250.0,234.0,112
,,,,29.0,206.0,43.0,142
,,,,206.0,152.0,28.0,110
,,,,33.0,128.0,165.0,142
,,,,248.0,196.0,54.0,16
,,,,237.0,243.0,125.0,42
,,,,144.0,29.0,39.0,153
,,,,239.0,159.0,184.0,226
,,,,60.0,164.0,245.0,220
,,,,11.0,180.0,14.0,123
,,,,247.0,211.0,65.0,37
,,,,207.0,184.0,132.0,205
,,,,253.0,15.0,120.0,112
,,,,38.0,223.0,184.0,18
,,,,179.0,228.0,236.0,67
,,,,109.0,160.0,245.0,120
,,,,218.0,3.0,167.0,162
,,,,161.0,216.0,6.0,30
,,,,1.0,241.0,175.0,236
,,,,115.0,84.0,148.0,176
,,,,11.0,107.0,128.0,76
,,,,146.0,77.0,210.0,198
,,,,82.0,102.0,95.0,215
,,,,81.0,184.0,249.0,186
,,,,254.0,226.0,142.0,173
,,,,111.0,89.0,68.0,232
,,,,65.0,160.0,238.0,68
,,,,54.0,132.0,131.0,172
,,,,166.0,58.0,177.0,155
,,,,28.0,166.0,253.0,226
,,,,241.0,8.0,81.0,6
,,,,202.0,192.0,158.0,91
,,,,111.0,148.0,224.0,247
,,,,8.0,214.0,112.0,207
,,,,25.0,225.0,230.0,125
,,,,187.0,226.0,62.0,53
,,,,251.0,146.0,17.0,54
,,,,221.0,145.0,228.0,3
,,,,34.0,126.0,171.0,5
,,,,165.0,1.0,157.0,220
,,,,44.0,146.0,9.0,99
,,,,187.0,50.0,36.0,181
,,,,147.0,86.0,17.0,219
,,,,27.0,179.0,114.0,30
,,,,197.0,203.0,42.0,57
,,,,18.0,194.0,70.0,199
,,,,125.0,97.0,166.0,165
,,,,178.0,235.0,84.0,227
,,,,203.0,52.0,28.0,53
,,,,103.0,155.0,162.0,246
,,,,18.0,25.0,93.0,32
,,,,202.0,246.0,254.0,62
,,,,38.0,39.0,235.0,18
,,,,168.0,230.0,121.0,90
,,,,215.0,166.0,189.0,138
,,,,83.0,161.0,77.0,8
,,,,43.0,86.0,201.0,86
,,,,116.0,123.0,210.0,242
,,,,175.0,150.0,160.0,141
,,,,134.0,203.0,169.0,11
,,,,223.0,138.0,12.0,133
,,,,249.0,121.0,26.0,60
,,,,217.0,11.0,1.0,18
,,,,171.0,183.0,124.0,219
,,,,16.0,31.0,32.0,87
,,,,26.0,158.0,215.0,103
,,,,157.0,218.0,250.0,12
,,,,231.0,184.0,250.0,145
,,,,197.0,237.0,236.0,177
,,,,127.0,255.0,195.0,125
,,,,248.0,236.0,84.0,216
,,,,34.0,180.0,159.0,31
,,,,28.0,208.0,117.0,217
,,,,238.0,104.0,121.0,41
,,,,145.0,26.0,142.0,188
,,,,28.0,169.0,0.0,31
,,,,56.0,18.0,72.0,136
,,,,136.0,104.0,22.0,226
,,,,77.0,41.0,237.0,91
,,,,215.0,178.0,216.0,234
,,,,94.0,19.0,88.0,191
,,,,34.0,48.0,251.0,127
,,,,199.0,32.0,54.0,58
,,,,170.0,122.0,29.0,61
,,,,227.0,51.0,213.0,97
,,,,188.0,95.0,56.0,175
,,,,179.0,148.0,99.0,231
,,,,79.0,15.0,190.0,125
,,,,229.0,59.0,139.0,209
,,,,237.0,81.0,232.0,175
,,,,219.0,34.0,86.0,250
,,,,4.0,239.0,244.0,121
,,,,186.0,51.0,194.0,146
,,,,130.0,3.0,231.0,110
,,,,136.0,117.0,102.0,252
,,,,67.0,61.0,32.0,129
,,,,249.0,154.0,236.0,101
,,,,180.0,207.0,207.0,57
