array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
213.0,95.0,192.0,52.0,160.0,208.0,137.0,13
150.0,251.0,237.0,201.0,208.0,11.0,43.0,148
200.0,252.0,241.0,206.0,219.0,219.0,56.0,162
230.0,80.0,212.0,14.0,33.0,110.0,10.0,217
37.0,70.0,102.0,97.0,236.0,143.0,97.0,30
244.0,4.0,30.0,55.0,112.0,213.0,97.0,113
106.0,53.0,125.0,188.0,69.0,109.0,141.0,245
197.0,236.0,171.0,96.0,168.0,177.0,43.0,101
101.0,35.0,230.0,197.0,147.0,220.0,130.0,136
1.0,15.0,232.0,60.0,36.0,225.0,83.0,23
,74.0,101.0,158.0,118.0,206.0,172.0,202
,26.0,205.0,190.0,221.0,215.0,61.0,12
,160.0,115.0,115.0,140.0,64.0,196.0,245
,119.0,153.0,186.0,17.0,174.0,177.0,13
,145.0,41.0,235.0,36.0,77.0,147.0,69
,203.0,238.0,250.0,130.0,164.0,201.0,125
,150.0,118.0,215.0,229.0,44.0,169.0,198
,2.0,132.0,105.0,67.0,39.0,206.0,242
,76.0,22.0,176.0,184.0,232.0,226.0,139
,49.0,14.0,205.0,73.0,140.0,238.0,57
,85.0,146.0,253.0,194.0,81.0,211.0,12
,204.0,243.0,20.0,194.0,15.0,220.0,22
,110.0,33.0,83.0,43.0,229.0,240.0,24
,44.0,120.0,115.0,107.0,74.0,102.0,62
,105.0,19.0,50.0,25.0,24.0,60.0,15
,201.0,146.0,83.0,85.0,69.0,73.0,200
,79.0,31.0,79.0,75.0,72.0,87.0,152
,255.0,146.0,221.0,21.0,70.0,61.0,131
,36.0,203.0,247.0,4.0,143.0,7.0,72
,227.0,108.0,135.0,148.0,68.0,72.0,113
,23.0,216.0,202.0,105.0,183.0,154.0,44
,42.0,1.0,81.0,122.0,161.0,36.0,63
,201.0,73.0,217.0,182.0,210.0,23.0,159
,147.0,72.0,54.0,44.0,215.0,214.0,220
,76.0,191.0,137.0,254.0,125.0,78.0,107
,233.0,184.0,5.0,57.0,204.0,43.0,132
,219.0,165.0,184.0,239.0,190.0,120.0,34
,153.0,38.0,51.0,18.0,253.0,98.0,10
,143.0,182.0,29.0,61.0,127.0,175.0,59
,30.0,221.0,206.0,52.0,85.0,172.0,72
,40.0,72.0,120.0,229.0,207.0,67.0,216
,6.0,23.0,239.0,44.0,26.0,1.0,137
,108.0,112.0,219.0,24.0,247.0,67.0,214
,105.0,239.0,223.0,186.0,132.0,93.0,128
,45.0,155.0,39.0,97.0,66.0,111.0,130
,208.0,115.0,224.0,191.0,70.0,91.0,136
,146.0,227.0,219.0,66.0,191.0,226.0,129
,21.0,184.0,43.0,174.0,250.0,178.0,209
,128.0,166.0,111.0,185.0,198.0,213.0,1
,11.0,42.0,23.0,117.0,4.0,163.0,4
,189.0,214.0,251.0,165.0,238.0,30.0,157
,198.0,16.0,156.0,7.0,136.0,175.0,124
,80.0,194.0,142.0,249.0,223.0,56.0,218
,99.0,21.0,99.0,148.0,189.0,241.0,56
,249.0,144.0,109.0,75.0,96.0,86.0,173
,131.0,50.0,127.0,130.0,53.0,57.0,30
,245.0,184.0,220.0,240.0,214.0,11.0,104
,209.0,117.0,147.0,176.0,43.0,227.0,5
,152.0,162.0,187.0,144.0,215.0,244.0,227
,106.0,177.0,157.0,207.0,189.0,232.0,92
,245.0,119.0,118.0,11.0,180.0,137.0,169
,62.0,241.0,125.0,19.0,125.0,145.0,115
,250.0,180.0,255.0,96.0,141.0,83.0,83
,230.0,24.0,213.0,174.0,97.0,217.0,154
,77.0,212.0,141.0,246.0,22.0,247.0,94
,135.0,215.0,22.0,196.0,122.0,254.0,153
,217.0,125.0,224.0,62.0,63.0,214.0,210
,27.0,238.0,237.0,104.0,221.0,55.0,77
,55.0,96.0,66.0,173.0,249.0,210.0,151
,189.0,201.0,137.0,148.0,1.0,100.0,230
,148.0,115.0,125.0,146.0,11.0,27.0,0
,238.0,208.0,83.0,144.0,173.0,252.0,170
,199.0,69.0,65.0,83.0,127.0,109.0,202
,46.0,125.0,158.0,4.0,35.0,155.0,153
,,251.0,114.0,9.0,115.0,179.0,140
,,58.0,69.0,131.0,131.0,208.0,138
,,159.0,15.0,53.0,103.0,221.0,81
,,87.0,12.0,242.0,98.0,155.0,102
,,154.0,59.0,186.0,8.0,41.0,120
,,209.0,1.0,248.0,42.0,125.0,51
,,211.0,149.0,27.0,168.0,9.0,130
,,118.0,229.0,231.0,171.0,240.0,6
,,99.0,237.0,242.0,215.0,52.0,28
,,240.0,150.0,196.0,200.0,91.0,247
,,250.0,133.0,165.0,255.0,186.0,148
,,32.0,174.0,54.0,184.0,96.0,39
,,34.0,77.0,116.0,226.0,129.0,33
,,230.0,87.0,23.0,86.0,82.0,168
,,232.0,161.0,43.0,185.0,170.0,1
,,112.0,156.0,12.0,51.0,118.0,103
,,159.0,44.0,110.0,123.0,59.0,67
,,145.0,15.0,152.0,226.0,146.0,39
,,146.0,72.0,166.0,189.0,232.0,61
,,87.0,81.0,191.0,215.0,150.0,89
,,249.0,253.0,140.0,77.0,16.0,183
,,83.0,211.0,2.0,146.0,94.0,4
,,133.0,197.0,220.0,226.0,147.0,14
,,120.0,128.0,178.0,146.0,234.0,31
,,127.0,65.0,4.0,46.0,150.0,20
,,191.0,128.0,237.0,75.0,71.0,11
,,119.0,141.0,77.0,156.0,189.0,168
,,114.0,238.0,96.0,14.0,134.0,0
,,95.0,232.0,5.0,217.0,13.0,154
,,9.0,106.0,110.0,98.0,166.0,160
,,168.0,250.0,224.0,38.0,124.0,90
,,169.0,51.0,97.0,100.0,45.0,116
,,78.0,215.0,176.0,57.0,236.0,181
,,114.0,41.0,57.0,188.0,164.0,15
,,125.0,43.0,166.0,227.0,49.0,121
,,135.0,48.0,199.0,141.0,16.0,28
,,187.0,242.0,28.0,183.0,105.0,177
,,235.0,63.0,143.0,169.0,249.0,139
,,75.0,135.0,122.0,242.0,47.0,12
,,228.0,182.0,185.0,226.0,197.0,193
,,206.0,253.0,32.0,97.0,178.0,245
,,166.0,46.0,225.0,200.0,180.0,214
,,245.0,207.0,106.0,211.0,62.0,219
,,238.0,188.0,229.0,254.0,254.0,115
,,140.0,25.0,174.0,246.0,232.0,241
,,102.0,13.0,102.0,1.0,155.0,45
,,253.0,134.0,232.0,223.0,51.0,53
,,229.0,249.0,154.0,108.0,242.0,26
,,238.0,234.0,131.0,175.0,117.0,94
,,109.0,106.0,159.0,47.0,27.0,51
,,223.0,182.0,221.0,9.0,140.0,222
,,135.0,35.0,164.0,47.0,193.0,122
,,132.0,195.0,255.0,210.0,144.0,7
,,15.0,38.0,111.0,140.0,7.0,65
,,219.0,168.0,35.0,112.0,116.0,193
,,40.0,172.0,36.0,87.0,238.0,178
,,54.0,34.0,41.0,28.0,15.0,183
,,158.0,10.0,251.0,120.0,222.0,96
,,156.0,77.0,25.0,133.0,78.0,122
,,2.0,83.0,110.0,9.0,107.0,41
,,159.0,124.0,179.0,60.0,121.0,143
,,49.0,197.0,232.0,239.0,182.0,168
,,200.0,155.0,231.0,80.0,46.0,132
,,19.0,44.0,84.0,57.0,188.0,154
,,134.0,69.0,53.0,161.0,212.0,80
,,183.0,180.0,139.0,9.0,145.0,119
,,84.0,139.0,34.0,28.0,231.0,89
,,254.0,200.0,26.0,18.0,232.0,153
,,192.0,41.0,77.0,155.0,34.0,61
,,198.0,97.0,31.0,2.0,250.0,141
,,87.0,204.0,113.0,189.0,117.0,246
,,194.0,246.0,208.0,17.0,130.0,252
,,232.0,133.0,218.0,82.0,254.0,55
,,67.0,228.0,191.0,120.0,164.0,61
,,132.0,68.0,233.0,135.0,115.0,255
,,215.0,250.0,255.0,175.0,103.0,173
,,40.0,255.0,233.0,171.0,122.0,39
,,161.0,155.0,68.0,186.0,206.0,163
,,10.0,71.0,169.0,144.0,161.0,34
,,186.0,1.0,40.0,67.0,87.0,9
,,88.0,109.0,67.0,248.0,190.0,165
,,18.0,150.0,36.0,209.0,101.0,215
,,82.0,100.0,60.0,152.0,179.0,26
,,8.0,32.0,122.0,196.0,218.0,166
,,197.0,66.0,146.0,9.0,70.0,67
,,60.0,253.0,13.0,7.0,172.0,164
,,34.0,132.0,42.0,185.0,213.0,47
,,68.0,140.0,157.0,177.0,152.0,4
,,52.0,176.0,215.0,181.0,136.0,116
,,25.0,20.0,209.0,122.0,3.0,160
,,111.0,142.0,233.0,95.0,71.0,248
,,46.0,24.0,16.0,59.0,88.0,3
,,176.0,32.0,238.0,208.0,136.0,204
,,209.0,57.0,120.0,239.0,139.0,211
,,153.0,59.0,190.0,187.0,248.0,30
,,209.0,56.0,168.0,101.0,202.0,225
,,131.0,121.0,86.0,166.0,88.0,101
,,186.0,177.0,181.0,83.0,166.0,244
,,20.0,169.0,96.0,62.0,252.0,49
,,95.0,244.0,178.0,242.0,234.0,12
,,92.0,66.0,212.0,68.0,144.0,207
,,197.0,145.0,115.0,133.0,51.0,181
,,202.0,129.0,254.0,211.0,217.0,83
,,216.0,214.0,15.0,49.0,208.0,108
,,95.0,253.0,61.0,17.0,96.0,191
,,203.0,85.0,80.0,141.0,107.0,110
,,25.0,99.0,166.0,167.0,250.0,133
,,138.0,132.0,12.0,114.0,196.0,64
,,178.0,221.0,49.0,219.0,154.0,89
,,26.0,176.0,220.0,180.0,78.0,235
,,135.0,198.0,66.0,130.0,139.0,222
,,252.0,172.0,80.0,200.0,129.0,195
,,144.0,108.0,128.0,93.0,66.0,84
,,46.0,152.0,132.0,244.0,89.0,219
,,207.0,83.0,65.0,82.0,16.0,197
,,234.0,187.0,148.0,176.0,117.0,97
,,80.0,252.0,187.0,27.0,136.0,191
,,9.0,108.0,79.0,244.0,201.0,144
,,161.0,3.0,54.0,88.0,151.0,169
,,75.0,208.0,85.0,174.0,111.0,155
,,50.0,144.0,71.0,248.0,210.0,9
,,29.0,79.0,142.0,141.0,139.0,94
,,79.0,254.0,54.0,228.0,131.0,154
,,22.0,220.0,76.0,185.0,200.0,99
,,161.0,238.0,96.0,184.0,207.0,90
,,14.0,126.0,96.0,50.0,149.0,209
,,33.0,174.0,104.0,149.0,48.0,56
,,203.0,133.0,185.0,167.0,144.0,123
,,,204.0,137.0,210.0,2.0,125
,,,121.0,160.0,152.0,191.0,138
,,,141.0,93.0,114.0,188.0,21
,,,111.0,137.0,249.0,216.0,212
,,,175.0,219.0,73.0,60.0,182
,,,238.0,135.0,35.0,46.0,4
,,,223.0,207.0,87.0,186.0,63
,,,48.0,145.0,87.0,1.0,251
,,,2.0,124.0,246.0,185.0,199
,,,108.0,247.0,3.0,108.0,179
,,,241.0,127.0,89.0,238.0,124
,,,155.0,50.0,4.0,118.0,178
,,,224.0,253.0,224.0,60.0,190
,,,207.0,58.0,241.0,246.0,82
,,,83.0,8.0,104.0,83.0,170
,,,3.0,98.0,195.0,32.0,91
,,,181.0,184.0,165.0,236.0,203
,,,3.0,243.0,221.0,221.0,31
,,,219.0,70.0,148.0,164.0,166
,,,79.0,26.0,128.0,152.0,84
,,,195.0,247.0,21.0,230.0,239
,,,208.0,78.0,169.0,0.0,118
,,,31.0,66.0,110.0,141.0,247
,,,193.0,17.0,18.0,174.0,231
,,,103.0,12.0,145.0,26.0,211
,,,31.0,164.0,89.0,209.0,80
,,,44.0,230.0,118.0,213.0,72
,,,157.0,150.0,203.0,81.0,57
,,,130.0,98.0,169.0,205.0,59
,,,71.0,90.0,85.0,227.0,62
,,,128.0,232.0,88.0,236.0,68
,,,41.0,243.0,207.0,156.0,22
,,,176.0,73.0,218.0,86.0,71
,,,106.0,214.0,9.0,104.0,17
,,,65.0,107.0,62.0,123.0,3
,,,47.0,197.0,209.0,246.0,48
,,,7.0,207.0,237.0,183.0,43
,,,103.0,55.0,31.0,77.0,35
,,,26.0,233.0,228.0,230.0,242
,,,210.0,238.0,241.0,97.0,68
,,,248.0,79.0,190.0,15.0,197
,,,185.0,135.0,39.0,42.0,125
,,,243.0,232.0,174.0,119.0,44
,,,52.0,71.0,169.0,107.0,241
,,,102.0,218.0,250.0,30.0,134
,,,117.0,26.0,144.0,40.0,187
,,,115.0,143.0,40.0,125.0,123
,,,239.0,95.0,225.0,41.0,74
,,,72.0,112.0,170.0,111.0,106
,,,42.0,213.0,43.0,207.0,127
,,,67.0,97.0,77.0,232.0,81
,,,198.0,218.0,22.0,240.0,150
,,,172.0,99.0,230.0,171.0,78
,,,39.0,198.0,230.0,32.0,193
,,,180.0,131.0,177.0,3.0,65
,,,1.0,202.0,93.0,159.0,223
,,,207.0,47.0,114.0,119.0,60
,,,142.0,26.0,37.0,195.0,164
,,,11.0,212.0,48.0,143.0,123
,,,114.0,107.0,199.0,31.0,138
,,,163.0,43.0,84.0,212.0,93
,,,57.0,169.0,168.0,219.0,102
,,,175.0,20.0,53.0,238.0,21
,,,46.0,248.0,10.0,98.0,4
,,,23.0,42.0,117.0,206.0,169
,,,141.0,229.0,135.0,110.0,191
,,,59.0,33.0,149.0,59.0,67
,,,112.0,75.0,195.0,223.0,117
,,,86.0,185.0,37.0,51.0,160
,,,7.0,191.0,39.0,186.0,73
,,,45.0,226.0,136.0,149.0,10
,,,34.0,12.0,246.0,76.0,234
,,,140.0,84.0,175.0,152.0,114
,,,78.0,110.0,157.0,136.0,5
,,,241.0,215.0,84.0,115.0,129
,,,90.0,147.0,129.0,51.0,150
,,,255.0,122.0,222.0,118.0,230
,,,84.0,87.0,227.0,62.0,149
,,,9.0,246.0,242.0,89.0,118
,,,171.0,222.0,52.0,245.0,153
,,,21.0,223.0,14.0,134.0,83
,,,116.0,107.0,173.0,142.0,9
,,,86.0,144.0,103.0,150.0,218
,,,11.0,89.0,5.0,119.0,229
,,,137.0,91.0,110.0,188.0,45
,,,57.0,220.0,5.0,63.0,157
,,,13.0,74.0,130.0,65.0,250
,,,176.0,147.0,194.0,117.0,168
,,,55.0,56.0,239.0,112.0,112
,,,240.0,208.0,13.0,42.0,254
,,,248.0,83.0,225.0,240.0,27
,,,187.0,142.0,251.0,14.0,15
,,,41.0,86.0,173.0,135.0,33
,,,220.0,114.0,81.0,179.0,22
,,,85.0,9.0,208.0,223.0,99
,,,45.0,31.0,55.0,173.0,22
,,,180.0,107.0,210.0,254.0,176
,,,30.0,17.0,246.0,224.0,11
,,,204.0,163.0,175.0,164.0,193
,,,38.0,207.0,118.0,103.0,37
,,,137.0,1.0,217.0,108.0,255
,,,149.0,35.0,250.0,176.0,37
,,,46.0,36.0,42.0,221.0,16
,,,132.0,82.0,221.0,251.0,192
,,,97.0,215.0,209.0,9.0,78
,,,70.0,26.0,194.0,65.0,158
,,,55.0,243.0,28.0,119.0,82
,,,85.0,165.0,95.0,122.0,54
,,,212.0,82.0,37.0,19.0,155
,,,136.0,80.0,72.0,188.0,170
,,,84.0,180.0,159.0,70.0,223
,,,213.0,170.0,96.0,2.0,252
,,,224.0,69.0,165.0,18.0,236
,,,132.0,184.0,65.0,73.0,131
,,,81.0,248.0,39.0,23.0,185
,,,41.0,80.0,250.0,149.0,160
,,,188.0,245.0,228.0,34.0,135
,,,147.0,38.0,168.0,220.0,167
,,,128.0,231.0,113.0,73.0,100
,,,206.0,162.0,85.0,0.0,14
,,,223.0,181.0,193.0,149.0,45
,,,12.0,139.0,195.0,238.0,60
,,,101.0,55.0,2.0,198.0,118
,,,98.0,90.0,189.0,233.0,27
,,,173.0,70.0,223.0,224.0,0
,,,78.0,98.0,141.0,225.0,75
,,,228.0,190.0,69.0,164.0,245
,,,173.0,98.0,125.0,200.0,124
,,,165.0,190.0,27.0,236.0,195
,,,26.0,202.0,18.0,228.0,186
,,,174.0,145.0,117.0,26.0,22
,,,4.0,2.0,247.0,182.0,42
,,,186.0,0.0,76.0,178.0,9
,,,230.0,180.0,3.0,47.0,45
,,,236.0,235.0,42.0,41.0,238
,,,157.0,121.0,97.0,199.0,238
,,,151.0,200.0,88.0,245.0,208
,,,128.0,160.0,63.0,244.0,131
,,,68.0,86.0,5.0,168.0,160
,,,203.0,113.0,119.0,223.0,206
,,,254.0,171.0,36.0,69.0,39
,,,57.0,204.0,184.0,13.0,174
,,,67.0,160.0,70.0,162.0,54
,,,181.0,41.0,61.0,74.0,96
,,,215.0,32.0,223.0,75.0,204
,,,6.0,136.0,167.0,203.0,26
,,,201.0,178.0,251.0,141.0,107
,,,160.0,180.0,122.0,194.0,48
,,,161.0,179.0,102.0,255.0,226
,,,84.0,133.0,164.0,142.0,46
,,,129.0,144.0,225.0,199.0,233
,,,15.0,253.0,161.0,103.0,48
,,,66.0,137.0,248.0,10.0,33
,,,230.0,4.0,120.0,52.0,129
,,,186.0,46.0,179.0,31.0,21
,,,158.0,161.0,205.0,41.0,5
,,,77.0,54.0,97.0,148.0,53
,,,53.0,173.0,20.0,197.0,35
,,,19.0,238.0,195.0,64.0,129
,,,114.0,233.0,191.0,235.0,123
,,,60.0,195.0,247.0,222.0,53
,,,242.0,145.0,188.0,31.0,163
,,,124.0,39.0,254.0,170.0,186
,,,94.0,115.0,153.0,73.0,225
,,,78.0,34.0,106.0,224.0,63
,,,31.0,82.0,30.0,244.0,118
,,,77.0,81.0,69.0,156.0,249
,,,94.0,102.0,125.0,251.0,81
,,,112.0,27.0,34.0,168.0,249
,,,111.0,211.0,146.0,150.0,36
,,,221.0,52.0,161.0,7.0,197
,,,224.0,7.0,178.0,40.0,119
,,,89.0,157.0,33.0,72.0,72
,,,65.0,235.0,156.0,249.0,37
,,,242.0,7.0,139.0,206.0,14
,,,100.0,123.0,142.0,49.0,100
,,,138.0,84.0,199.0,105.0,145
,,,52.0,67.0,143.0,183.0,200
,,,120.0,26.0,155.0,120.0,1
,,,241.0,203.0,124.0,213.0,238
,,,243.0,7.0,155.0,186.0,217
,,,73.0,184.0,240.0,236.0,144
,,,213.0,240.0,104.0,193.0,31
,,,113.0,163.0,12.0,138.0,229
,,,119.0,30.0,169.0,163.0,220
,,,108.0,211.0,97.0,78.0,107
,,,151.0,237.0,25.0,74.0,251
,,,192.0,157.0,225.0,98.0,187
,,,179.0,237.0,116.0,83.0,175
,,,17.0,7.0,74.0,130.0,93
,,,96.0,88.0,31.0,56.0,246
,,,128.0,139.0,36.0,231.0,44
,,,120.0,210.0,70.0,51.0,123
,,,192.0,20.0,160.0,180.0,70
,,,246.0,213.0,241.0,57.0,254
,,,195.0,201.0,61.0,102.0,19
,,,44.0,136.0,71.0,158.0,44
,,,97.0,144.0,29.0,22.0,132
,,,249.0,39.0,106.0,2.0,41
,,,15.0,183.0,163.0,109.0,166
,,,102.0,124.0,226.0,188.0,110
,,,178.0,35.0,157.0,178.0,204
,,,21.0,220.0,92.0,61.0,84
,,,7.0,240.0,90.0,149.0,63
,,,29.0,28.0,144.0,150.0,194
,,,183.0,79.0,114.0,231.0,116
,,,226.0,184.0,3.0,127.0,140
,,,190.0,84.0,54.0,164.0,5
,,,8.0,204.0,30.0,85.0,92
,,,3.0,158.0,233.0,111.0,235
,,,32.0,216.0,148.0,215.0,34
,,,50.0,183.0,40.0,196.0,194
,,,46.0,68.0,209.0,84.0,123
,,,205.0,27.0,201.0,96.0,34
,,,12.0,182.0,29.0,1.0,17
,,,69.0,43.0,11.0,27.0,39
,,,207.0,90.0,240.0,229.0,141
,,,219.0,99.0,104.0,29.0,97
,,,52.0,129.0,163.0,246.0,20
,,,228.0,146.0,253.0,166.0,171
,,,122.0,233.0,252.0,43.0,25
,,,219.0,131.0,176.0,235.0,180
,,,1.0,250.0,166.0,165.0,179
,,,1.0,165.0,37.0,98.0,228
,,,254.0,45.0,205.0,29.0,232
,,,43.0,169.0,53.0,206.0,79
,,,66.0,210.0,220.0,153.0,251
,,,95.0,201.0,182.0,213.0,1
,,,79.0,66.0,126.0,68.0,133
,,,197.0,80.0,212.0,130.0,255
,,,254.0,186.0,88.0,53.0,173
,,,250.0,194.0,184.0,96.0,150
,,,7.0,15.0,150.0,252.0,149
,,,162.0,148.0,69.0,135.0,186
,,,84.0,149.0,247.0,186.0,172
,,,215.0,204.0,248.0,250.0,66
,,,219.0,54.0,237.0,107.0,50
,,,179.0,255.0,202.0,140.0,155
,,,131.0,166.0,193.0,140.0,80
,,,192.0,217.0,221.0,170.0,48
,,,212.0,84.0,62.0,21.0,231
,,,201.0,136.0,163.0,239.0,12
,,,227.0,33.0,71.0,199.0,251
,,,227.0,21.0,142.0,139.0,15
,,,112.0,22.0,89.0,97.0,242
,,,199.0,153.0,66.0,122.0,176
,,,236.0,114.0,39.0,146.0,54
,,,0.0,90.0,142.0,237.0,114
,,,88.0,186.0,227.0,240.0,14
,,,111.0,212.0,240.0,43.0,10
,,,61.0,35.0,220.0,245.0,72
,,,222.0,90.0,115.0,50.0,233
,,,148.0,156.0,182.0,105.0,61
,,,59.0,236.0,65.0,193.0,26
,,,128.0,86.0,250.0,161.0,15
,,,87.0,163.0,76.0,154.0,177
,,,,6.0,106.0,163.0,158
,,,,189.0,239.0,171.0,33
,,,,35.0,13.0,112.0,190
,,,,165.0,36.0,140.0,88
,,,,227.0,254.0,173.0,121
,,,,195.0,21.0,208.0,192
,,,,184.0,123.0,2.0,78
,,,,252.0,154.0,246.0,252
,,,,7.0,147.0,153.0,45
,,,,89.0,213.0,137.0,147
,,,,219.0,230.0,221.0,52
,,,,12.0,28.0,150.0,196
,,,,61.0,123.0,2.0,161
,,,,70.0,48.0,91.0,36
,,,,161.0,230.0,34.0,105
,,,,17.0,218.0,1.0,186
,,,,38.0,211.0,102.0,29
,,,,129.0,121.0,233.0,158
,,,,37.0,20.0,91.0,102
,,,,10.0,202.0,91.0,130
,,,,97.0,59.0,123.0,200
,,,,5.0,133.0,223.0,22
,,,,42.0,208.0,132.0,226
,,,,69.0,48.0,103.0,120
,,,,199.0,176.0,171.0,108
,,,,51.0,94.0,16.0,108
,,,,170.0,211.0,181.0,250
,,,,150.0,152.0,188.0,50
,,,,60.0,207.0,201.0,162
,,,,47.0,152.0,206.0,250
,,,,103.0,241.0,86.0,41
,,,,103.0,117.0,217.0,83
,,,,204.0,140.0,237.0,92
,,,,151.0,3.0,108.0,171
,,,,39.0,7.0,155.0,180
,,,,193.0,128.0,226.0,224
,,,,218.0,12.0,9.0,72
,,,,204.0,49.0,18.0,107
,,,,174.0,183.0,47.0,148
,,,,116.0,35.0,34.0,38
,,,,17.0,191.0,8.0,168
,,,,132.0,137.0,193.0,176
,,,,7.0,186.0,88.0,22
,,,,235.0,204.0,43.0,10
,,,,212.0,234.0,125.0,163
,,,,254.0,151.0,66.0,162
,,,,50.0,12.0,60.0,238
,,,,25.0,210.0,159.0,133
,,,,198.0,207.0,200.0,249
,,,,214.0,222.0,183.0,173
,,,,14.0,20.0,109.0,43
,,,,253.0,252.0,144.0,200
,,,,86.0,62.0,151.0,108
,,,,58.0,180.0,50.0,49
,,,,132.0,44.0,170.0,211
,,,,58.0,33.0,239.0,41
,,,,247.0,75.0,56.0,163
,,,,238.0,143.0,228.0,84
,,,,26.0,39.0,92.0,141
,,,,46.0,114.0,252.0,181
,,,,89.0,203.0,118.0,182
,,,,50.0,143.0,244.0,238
,,,,77.0,55.0,199.0,27
,,,,221.0,33.0,132.0,221
,,,,162.0,118.0,112.0,4
,,,,211.0,243.0,143.0,2
,,,,220.0,181.0,38.0,46
,,,,3.0,155.0,0.0,145
,,,,247.0,140.0,45.0,73
,,,,173.0,176.0,195.0,87
,,,,182.0,115.0,182.0,191
,,,,211.0,125.0,170.0,172
,,,,79.0,85.0,139.0,40
,,,,4.0,239.0,124.0,31
,,,,58.0,31.0,164.0,246
,,,,167.0,94.0,232.0,38
,,,,6.0,38.0,61.0,8
,,,,150.0,30.0,43.0,68
,,,,127.0,59.0,98.0,35
,,,,173.0,79.0,217.0,157
,,,,5.0,189.0,174.0,16
,,,,110.0,115.0,45.0,209
,,,,159.0,0.0,147.0,203
,,,,85.0,94.0,169.0,70
,,,,250.0,118.0,164.0,23
,,,,27.0,101.0,249.0,97
,,,,209.0,73.0,224.0,215
,,,,120.0,193.0,195.0,156
,,,,30.0,219.0,238.0,234
,,,,134.0,128.0,212.0,65
,,,,46.0,183.0,234.0,179
,,,,152.0,186.0,118.0,199
,,,,183.0,125.0,137.0,85
,,,,74.0,96.0,1.0,68
,,,,230.0,147.0,47.0,113
,,,,9.0,255.0,32.0,44
,,,,66.0,134.0,197.0,117
,,,,178.0,56.0,201.0,225
,,,,5.0,171.0,203.0,206
,,,,227.0,85.0,79.0,202
,,,,220.0,10.0,53.0,244
,,,,253.0,201.0,125.0,143
