array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
,144.0,135.0,228.0,64.0,246.0,63.0,214
,187.0,180.0,238.0,193.0,185.0,8.0,88
,112.0,44.0,57.0,7.0,35.0,247.0,210
,95.0,235.0,184.0,217.0,93.0,123.0,179
,151.0,146.0,12.0,23.0,81.0,3.0,197
,71.0,106.0,10.0,117.0,141.0,42.0,191
,135.0,231.0,86.0,193.0,84.0,159.0,247
,193.0,43.0,15.0,234.0,9.0,68.0,134
,57.0,63.0,115.0,197.0,244.0,80.0,49
,70.0,236.0,218.0,162.0,164.0,192.0,68
,18.0,240.0,188.0,192.0,235.0,238.0,140
,32.0,86.0,231.0,176.0,210.0,78.0,96
,125.0,111.0,196.0,91.0,163.0,13.0,249
,123.0,114.0,51.0,0.0,249.0,26.0,55
,75.0,170.0,73.0,6.0,243.0,239.0,106
,191.0,47.0,148.0,2.0,13.0,78.0,63
,250.0,174.0,202.0,163.0,234.0,14.0,73
,44.0,1.0,31.0,110.0,16.0,207.0,35
,2.0,129.0,28.0,66.0,178.0,185.0,208
,230.0,75.0,115.0,120.0,104.0,160.0,167
,236.0,190.0,249.0,36.0,0.0,128.0,200
,141.0,4.0,251.0,197.0,3.0,50.0,13
,113.0,103.0,170.0,49.0,197.0,121.0,7
,77.0,239.0,54.0,23.0,89.0,130.0,203
,27.0,47.0,80.0,109.0,125.0,108.0,141
,163.0,76.0,22.0,12.0,159.0,190.0,198
,246.0,48.0,74.0,112.0,204.0,167.0,39
,38.0,122.0,191.0,229.0,185.0,49.0,138
,123.0,196.0,251.0,230.0,234.0,152.0,247
,60.0,122.0,5.0,113.0,195.0,132.0,150
,13.0,196.0,45.0,102.0,246.0,7.0,168
,90.0,55.0,91.0,51.0,220.0,86.0,24
,14.0,164.0,69.0,82.0,143.0,214.0,71
,232.0,112.0,15.0,106.0,31.0,61.0,136
,251.0,132.0,236.0,140.0,148.0,112.0,216
,234.0,80.0,193.0,157.0,60.0,227.0,180
,55.0,17.0,22.0,16.0,75.0,247.0,11
,225.0,209.0,212.0,247.0,225.0,72.0,181
,25.0,22.0,244.0,88.0,184.0,239.0,205
,200.0,94.0,2.0,152.0,94.0,112.0,14
,220.0,195.0,25.0,139.0,132.0,162.0,40
,140.0,134.0,101.0,226.0,71.0,168.0,215
,247.0,51.0,71.0,137.0,181.0,210.0,156
,172.0,57.0,232.0,47.0,231.0,214.0,255
,123.0,165.0,170.0,160.0,176.0,177.0,178
,224.0,88.0,138.0,123.0,128.0,254.0,6
,158.0,82.0,137.0,159.0,48.0,63.0,186
,53.0,67.0,172.0,85.0,59.0,98.0,211
,91.0,189.0,154.0,123.0,208.0,68.0,153
,139.0,193.0,207.0,41.0,198.0,212.0,111
,34.0,217.0,92.0,25.0,187.0,41.0,245
,177.0,24.0,39.0,112.0,253.0,186.0,166
,82.0,62.0,121.0,130.0,144.0,78.0,163
,74.0,168.0,238.0,248.0,98.0,78.0,139
,,105.0,120.0,225.0,161.0,118.0,0
,,219.0,163.0,88.0,17.0,223.0,5
,,57.0,35.0,46.0,36.0,29.0,28
,,109.0,169.0,199.0,14.0,214.0,7
,,65.0,12.0,187.0,46.0,176.0,24
,,69.0,80.0,174.0,231.0,189.0,160
,,245.0,48.0,97.0,147.0,40.0,239
,,135.0,246.0,177.0,54.0,118.0,59
,,237.0,56.0,197.0,150.0,205.0,54
,,231.0,125.0,4.0,10.0,62.0,41
,,92.0,253.0,160.0,99.0,210.0,20
,,136.0,14.0,37.0,118.0,31.0,153
,,69.0,159.0,21.0,129.0,232.0,213
,,251.0,154.0,212.0,4.0,187.0,11
,,148.0,93.0,241.0,255.0,229.0,96
,,169.0,7.0,142.0,145.0,82.0,243
,,117.0,194.0,100.0,121.0,203.0,220
,,171.0,222.0,22.0,212.0,121.0,199
,,31.0,249.0,92.0,1.0,161.0,3
,,152.0,105.0,216.0,200.0,250.0,151
,,244.0,146.0,19.0,169.0,69.0,7
,,201.0,170.0,167.0,91.0,34.0,91
,,1.0,226.0,98.0,122.0,7.0,178
,,227.0,103.0,85.0,5.0,114.0,10
,,132.0,168.0,137.0,216.0,46.0,157
,,239.0,20.0,221.0,111.0,198.0,202
,,10.0,9.0,236.0,132.0,156.0,130
,,101.0,147.0,71.0,202.0,120.0,41
,,92.0,36.0,196.0,196.0,96.0,13
,,38.0,21.0,59.0,229.0,48.0,213
,,178.0,134.0,6.0,191.0,45.0,121
,,52.0,141.0,72.0,107.0,70.0,171
,,182.0,159.0,224.0,21.0,200.0,162
,,149.0,20.0,167.0,227.0,210.0,184
,,220.0,47.0,159.0,82.0,13.0,176
,,154.0,66.0,58.0,202.0,228.0,34
,,221.0,243.0,24.0,115.0,72.0,93
,,50.0,45.0,124.0,193.0,62.0,50
,,172.0,206.0,105.0,10.0,88.0,252
,,147.0,118.0,26.0,1.0,42.0,45
,,191.0,6.0,15.0,41.0,107.0,45
,,246.0,117.0,163.0,85.0,101.0,173
,,63.0,198.0,177.0,160.0,171.0,112
,,35.0,230.0,215.0,245.0,187.0,149
,,122.0,14.0,228.0,160.0,166.0,105
,,184.0,117.0,100.0,33.0,148.0,145
,,185.0,121.0,143.0,58.0,75.0,218
,,36.0,73.0,82.0,62.0,113.0,176
,,189.0,242.0,15.0,150.0,191.0,61
,,159.0,123.0,47.0,183.0,107.0,19
,,106.0,100.0,211.0,1.0,194.0,15
,,158.0,78.0,159.0,4.0,160.0,93
,,253.0,39.0,149.0,59.0,209.0,7
,,138.0,80.0,96.0,13.0,230.0,64
,,236.0,84.0,160.0,88.0,191.0,220
,,85.0,77.0,249.0,138.0,1.0,137
,,236.0,145.0,243.0,189.0,43.0,216
,,140.0,208.0,201.0,186.0,88.0,58
,,8.0,132.0,72.0,59.0,105.0,191
,,191.0,157.0,38.0,242.0,35.0,84
,,71.0,88.0,208.0,254.0,207.0,9
,,113.0,114.0,122.0,7.0,223.0,188
,,208.0,156.0,184.0,148.0,71.0,235
,,182.0,195.0,81.0,179.0,185.0,191
,,50.0,27.0,22.0,248.0,88.0,20
,,33.0,81.0,108.0,82.0,116.0,18
,,198.0,240.0,237.0,76.0,225.0,65
,,242.0,226.0,26.0,189.0,7.0,123
,,250.0,253.0,255.0,35.0,134.0,240
,,228.0,172.0,127.0,21.0,215.0,76
,,122.0,52.0,17.0,142.0,120.0,212
,,243.0,182.0,70.0,119.0,97.0,181
,,60.0,199.0,117.0,124.0,99.0,105
,,234.0,207.0,198.0,200.0,142.0,182
,,203.0,226.0,164.0,124.0,224.0,86
,,129.0,121.0,2.0,105.0,70.0,157
,,74.0,149.0,88.0,108.0,46.0,98
,,155.0,137.0,58.0,27.0,46.0,66
,,27.0,128.0,209.0,65.0,121.0,197
,,10.0,161.0,75.0,174.0,37.0,142
,,252.0,146.0,2.0,59.0,242.0,219
,,93.0,0.0,142.0,100.0,21.0,64
,,36.0,138.0,222.0,201.0,125.0,152
,,179.0,8.0,107.0,115.0,122.0,7
,,208.0,39.0,155.0,118.0,188.0,141
,,187.0,28.0,207.0,23.0,147.0,108
,,21.0,80.0,136.0,160.0,127.0,154
,,62.0,15.0,166.0,61.0,210.0,96
,,1.0,248.0,84.0,224.0,47.0,98
,,196.0,52.0,62.0,127.0,227.0,1
,,84.0,158.0,32.0,206.0,135.0,58
,,63.0,145.0,214.0,188.0,194.0,207
,,125.0,85.0,225.0,221.0,103.0,161
,,81.0,42.0,246.0,91.0,241.0,58
,,109.0,56.0,138.0,7.0,74.0,136
,,128.0,67.0,254.0,167.0,25.0,157
,,210.0,11.0,100.0,182.0,38.0,233
,,77.0,186.0,78.0,168.0,39.0,49
,,42.0,151.0,172.0,127.0,80.0,29
,,4.0,132.0,236.0,103.0,40.0,4
,,209.0,64.0,30.0,1.0,13.0,62
,,67.0,222.0,89.0,247.0,187.0,172
,,125.0,125.0,28.0,37.0,11.0,191
,,95.0,27.0,122.0,233.0,180.0,211
,,11.0,18.0,227.0,253.0,177.0,212
,,41.0,52.0,19.0,27.0,74.0,244
,,110.0,129.0,94.0,10.0,247.0,77
,,104.0,73.0,250.0,51.0,154.0,212
,,57.0,194.0,95.0,85.0,103.0,6
,,103.0,87.0,89.0,37.0,210.0,170
,,52.0,215.0,105.0,2.0,171.0,140
,,155.0,122.0,183.0,162.0,2.0,241
,,12.0,199.0,161.0,120.0,93.0,108
,,241.0,254.0,159.0,138.0,227.0,250
,,41.0,16.0,199.0,20.0,213.0,141
,,39.0,246.0,9.0,97.0,56.0,84
,,243.0,56.0,220.0,25.0,102.0,125
,,81.0,53.0,229.0,12.0,48.0,250
,,234.0,16.0,126.0,4.0,155.0,31
,,110.0,37.0,4.0,232.0,150.0,75
,,164.0,12.0,23.0,96.0,11.0,197
,,16.0,34.0,177.0,34.0,228.0,254
,,189.0,195.0,82.0,139.0,6.0,47
,,152.0,162.0,252.0,30.0,227.0,209
,,153.0,52.0,167.0,141.0,54.0,183
,,115.0,94.0,191.0,28.0,132.0,242
,,123.0,247.0,52.0,162.0,33.0,97
,,86.0,11.0,252.0,223.0,83.0,192
,,,192.0,163.0,105.0,64.0,157
,,,238.0,25.0,233.0,182.0,212
,,,93.0,33.0,212.0,141.0,173
,,,225.0,40.0,141.0,73.0,195
,,,181.0,112.0,132.0,161.0,223
,,,38.0,192.0,132.0,13.0,171
,,,189.0,251.0,180.0,61.0,166
,,,130.0,65.0,162.0,77.0,145
,,,73.0,45.0,6.0,45.0,235
,,,63.0,18.0,187.0,27.0,75
,,,179.0,16.0,85.0,112.0,81
,,,55.0,215.0,78.0,138.0,181
,,,220.0,207.0,48.0,94.0,238
,,,129.0,207.0,142.0,18.0,165
,,,233.0,86.0,20.0,169.0,242
,,,156.0,88.0,42.0,111.0,203
,,,103.0,141.0,122.0,12.0,252
,,,34.0,197.0,230.0,1.0,58
,,,157.0,240.0,6.0,136.0,21
,,,179.0,193.0,58.0,220.0,201
,,,73.0,194.0,89.0,233.0,8
,,,211.0,112.0,222.0,204.0,6
,,,8.0,134.0,248.0,79.0,95
,,,246.0,169.0,253.0,19.0,223
,,,107.0,243.0,227.0,17.0,6
,,,181.0,251.0,223.0,100.0,139
,,,38.0,171.0,29.0,113.0,210
,,,195.0,48.0,208.0,169.0,44
,,,63.0,148.0,170.0,76.0,204
,,,112.0,206.0,11.0,11.0,215
,,,179.0,177.0,224.0,136.0,148
,,,9.0,72.0,230.0,49.0,142
,,,199.0,235.0,84.0,19.0,173
,,,50.0,78.0,202.0,172.0,91
,,,252.0,131.0,228.0,35.0,61
,,,194.0,117.0,119.0,172.0,170
,,,67.0,84.0,28.0,83.0,37
,,,128.0,99.0,143.0,33.0,255
,,,24.0,16.0,222.0,114.0,149
,,,187.0,110.0,56.0,181.0,62
,,,45.0,191.0,233.0,149.0,106
,,,65.0,237.0,158.0,194.0,171
,,,79.0,207.0,4.0,193.0,71
,,,196.0,99.0,29.0,59.0,247
,,,129.0,220.0,158.0,243.0,217
,,,212.0,234.0,112.0,145.0,207
,,,134.0,94.0,38.0,113.0,219
,,,218.0,103.0,174.0,99.0,157
,,,42.0,5.0,144.0,101.0,30
,,,15.0,18.0,227.0,144.0,130
,,,227.0,98.0,93.0,169.0,77
,,,231.0,151.0,27.0,17.0,70
,,,253.0,128.0,216.0,143.0,166
,,,143.0,78.0,221.0,74.0,135
,,,212.0,209.0,144.0,58.0,199
,,,78.0,254.0,139.0,53.0,86
,,,54.0,51.0,249.0,22.0,74
,,,169.0,233.0,86.0,205.0,222
,,,1.0,33.0,246.0,212.0,142
,,,74.0,180.0,71.0,189.0,228
,,,26.0,175.0,248.0,30.0,122
,,,194.0,8.0,221.0,225.0,243
,,,205.0,37.0,66.0,53.0,52
,,,170.0,216.0,28.0,234.0,65
,,,8.0,47.0,207.0,163.0,136
,,,192.0,197.0,246.0,63.0,209
,,,200.0,89.0,12.0,138.0,93
,,,37.0,23.0,205.0,115.0,170
,,,7.0,129.0,88.0,164.0,9
,,,118.0,163.0,130.0,86.0,8
,,,101.0,160.0,87.0,1.0,69
,,,247.0,91.0,31.0,177.0,29
,,,17.0,3.0,229.0,69.0,135
,,,109.0,23.0,156.0,1.0,20
,,,31.0,78.0,106.0,104.0,165
,,,147.0,156.0,46.0,60.0,254
,,,2.0,238.0,92.0,147.0,170
,,,148.0,167.0,10.0,21.0,9
,,,80.0,142.0,114.0,140.0,103
,,,24.0,236.0,120.0,228.0,213
,,,131.0,254.0,180.0,40.0,59
,,,40.0,121.0,19.0,178.0,143
,,,240.0,58.0,193.0,159.0,113
,,,13.0,205.0,108.0,74.0,136
,,,128.0,9.0,149.0,216.0,121
,,,117.0,203.0,25.0,180.0,174
,,,206.0,200.0,233.0,126.0,233
,,,6.0,153.0,50.0,147.0,132
,,,246.0,143.0,235.0,171.0,126
,,,13.0,92.0,56.0,168.0,63
,,,195.0,88.0,32.0,156.0,245
,,,147.0,229.0,87.0,150.0,65
,,,125.0,151.0,117.0,54.0,130
,,,4.0,144.0,140.0,141.0,197
,,,95.0,199.0,92.0,201.0,232
,,,131.0,57.0,13.0,251.0,89
,,,31.0,53.0,171.0,243.0,88
,,,151.0,147.0,40.0,153.0,83
,,,123.0,160.0,29.0,202.0,56
,,,99.0,225.0,223.0,152.0,251
,,,249.0,175.0,12.0,217.0,67
,,,32.0,138.0,107.0,105.0,104
,,,129.0,48.0,63.0,58.0,99
,,,169.0,218.0,168.0,172.0,52
,,,125.0,145.0,13.0,128.0,194
,,,138.0,230.0,149.0,26.0,222
,,,195.0,127.0,153.0,187.0,53
,,,222.0,27.0,215.0,78.0,202
,,,184.0,212.0,219.0,60.0,230
,,,184.0,100.0,169.0,134.0,170
,,,108.0,194.0,227.0,179.0,110
,,,198.0,166.0,252.0,190.0,177
,,,147.0,27.0,146.0,231.0,99
,,,198.0,245.0,150.0,146.0,163
,,,42.0,174.0,116.0,85.0,249
,,,253.0,139.0,56.0,89.0,72
,,,48.0,39.0,172.0,141.0,203
,,,39.0,104.0,185.0,12.0,205
,,,192.0,220.0,92.0,47.0,122
,,,163.0,245.0,194.0,57.0,38
,,,183.0,4.0,229.0,122.0,46
,,,90.0,173.0,241.0,234.0,203
,,,233.0,253.0,103.0,236.0,32
,,,60.0,72.0,149.0,132.0,14
,,,168.0,54.0,69.0,139.0,51
,,,198.0,145.0,59.0,62.0,7
,,,181.0,137.0,30.0,247.0,21
,,,36.0,152.0,170.0,57.0,53
,,,174.0,209.0,197.0,6.0,141
,,,119.0,223.0,23.0,176.0,116
,,,51.0,59.0,140.0,158.0,136
,,,33.0,106.0,84.0,117.0,133
,,,202.0,165.0,226.0,214.0,97
,,,114.0,215.0,96.0,230.0,184
,,,172.0,49.0,102.0,222.0,252
,,,110.0,28.0,250.0,58.0,142
,,,161.0,28.0,17.0,74.0,170
,,,184.0,7.0,101.0,57.0,185
,,,38.0,212.0,108.0,182.0,60
,,,140.0,188.0,46.0,248.0,109
,,,130.0,102.0,237.0,9.0,205
,,,228.0,100.0,67.0,130.0,115
,,,199.0,161.0,210.0,91.0,157
,,,187.0,76.0,92.0,197.0,130
,,,110.0,177.0,39.0,246.0,58
,,,172.0,31.0,20.0,100.0,196
,,,178.0,82.0,53.0,140.0,145
,,,185.0,44.0,234.0,22.0,204
,,,116.0,115.0,43.0,14.0,185
,,,156.0,113.0,143.0,72.0,184
,,,86.0,173.0,203.0,210.0,186
,,,21.0,116.0,90.0,27.0,221
,,,78.0,150.0,156.0,147.0,229
,,,207.0,222.0,25.0,40.0,178
,,,55.0,87.0,157.0,1.0,105
,,,12.0,83.0,218.0,206.0,54
,,,78.0,77.0,147.0,96.0,157
,,,151.0,129.0,220.0,171.0,106
,,,91.0,205.0,144.0,52.0,150
,,,31.0,121.0,113.0,66.0,68
,,,183.0,111.0,123.0,14.0,225
,,,35.0,216.0,3.0,101.0,84
,,,172.0,196.0,109.0,118.0,141
,,,117.0,8.0,20.0,106.0,167
,,,237.0,21.0,247.0,124.0,208
,,,38.0,123.0,28.0,236.0,13
,,,13.0,89.0,114.0,115.0,15
,,,221.0,224.0,230.0,81.0,241
,,,74.0,91.0,246.0,213.0,130
,,,96.0,96.0,17.0,55.0,219
,,,70.0,24.0,116.0,26.0,209
,,,135.0,64.0,198.0,112.0,195
,,,157.0,10.0,146.0,151.0,206
,,,54.0,159.0,112.0,93.0,46
,,,147.0,182.0,164.0,21.0,247
,,,98.0,8.0,119.0,44.0,113
,,,100.0,204.0,132.0,52.0,225
,,,254.0,192.0,4.0,220.0,151
,,,233.0,151.0,98.0,199.0,175
,,,58.0,141.0,108.0,166.0,217
,,,114.0,95.0,126.0,189.0,177
,,,233.0,227.0,41.0,189.0,187
,,,12.0,107.0,120.0,243.0,18
,,,50.0,68.0,249.0,10.0,75
,,,164.0,219.0,135.0,139.0,75
,,,218.0,30.0,248.0,188.0,145
,,,124.0,61.0,43.0,170.0,28
,,,8.0,82.0,133.0,234.0,89
,,,202.0,27.0,223.0,137.0,232
,,,44.0,188.0,18.0,87.0,54
,,,218.0,19.0,175.0,138.0,163
,,,217.0,133.0,63.0,7.0,16
,,,162.0,60.0,193.0,124.0,245
,,,55.0,30.0,67.0,85.0,174
,,,72.0,208.0,92.0,99.0,180
,,,16.0,221.0,169.0,106.0,152
,,,137.0,253.0,4.0,158.0,170
,,,90.0,20.0,47.0,122.0,143
,,,148.0,208.0,21.0,183.0,207
,,,44.0,70.0,108.0,47.0,96
,,,156.0,79.0,220.0,160.0,129
,,,49.0,213.0,48.0,161.0,109
,,,58.0,169.0,140.0,193.0,128
,,,179.0,126.0,247.0,130.0,82
,,,133.0,119.0,245.0,132.0,226
,,,18.0,153.0,135.0,173.0,117
,,,165.0,130.0,26.0,230.0,200
,,,237.0,106.0,27.0,75.0,184
,,,6.0,215.0,106.0,14.0,216
,,,39.0,72.0,219.0,246.0,203
,,,252.0,52.0,213.0,113.0,4
,,,237.0,253.0,227.0,165.0,184
,,,2.0,137.0,64.0,234.0,234
,,,134.0,60.0,54.0,61.0,111
,,,167.0,121.0,210.0,121.0,137
,,,249.0,111.0,203.0,79.0,83
,,,95.0,166.0,90.0,54.0,184
,,,42.0,115.0,2.0,47.0,130
,,,1.0,124.0,17.0,208.0,78
,,,145.0,177.0,80.0,229.0,128
,,,89.0,159.0,151.0,179.0,66
,,,102.0,164.0,233.0,249.0,54
,,,5.0,109.0,92.0,170.0,168
,,,190.0,226.0,220.0,240.0,190
,,,60.0,64.0,80.0,178.0,103
,,,247.0,205.0,24.0,239.0,252
,,,122.0,223.0,173.0,217.0,239
,,,12.0,233.0,33.0,65.0,68
,,,13.0,31.0,144.0,92.0,32
,,,159.0,85.0,205.0,184.0,154
,,,0.0,209.0,31.0,152.0,196
,,,130.0,152.0,65.0,126.0,161
,,,159.0,92.0,222.0,11.0,48
,,,19.0,45.0,180.0,24.0,172
,,,197.0,15.0,115.0,63.0,224
,,,160.0,2.0,124.0,173.0,2
,,,48.0,167.0,254.0,97.0,76
,,,176.0,120.0,73.0,152.0,5
,,,98.0,121.0,11.0,121.0,56
,,,251.0,188.0,97.0,222.0,166
,,,160.0,249.0,230.0,251.0,236
,,,197.0,51.0,212.0,49.0,67
,,,177.0,59.0,249.0,169.0,89
,,,128.0,225.0,177.0,102.0,222
,,,78.0,221.0,252.0,126.0,184
,,,199.0,244.0,228.0,217.0,219
,,,96.0,250.0,143.0,196.0,168
,,,185.0,62.0,196.0,150.0,170
,,,199.0,95.0,148.0,32.0,147
,,,196.0,223.0,20.0,28.0,106
,,,30.0,59.0,3.0,59.0,92
,,,156.0,95.0,50.0,60.0,246
,,,233.0,95.0,5.0,198.0,100
,,,85.0,170.0,134.0,175.0,154
,,,100.0,48.0,246.0,159.0,65
,,,61.0,50.0,150.0,102.0,5
,,,,119.0,183.0,132.0,192
,,,,207.0,217.0,240.0,103
,,,,234.0,199.0,251.0,195
,,,,161.0,52.0,114.0,247
,,,,78.0,160.0,182.0,82
,,,,129.0,114.0,122.0,177
,,,,63.0,164.0,97.0,148
,,,,57.0,49.0,77.0,89
,,,,196.0,41.0,125.0,204
,,,,207.0,137.0,197.0,138
,,,,137.0,52.0,43.0,162
,,,,44.0,65.0,141.0,32
,,,,14.0,120.0,198.0,152
,,,,185.0,192.0,252.0,68
,,,,164.0,46.0,252.0,245
,,,,12.0,201.0,166.0,161
,,,,125.0,198.0,157.0,231
,,,,209.0,122.0,132.0,142
,,,,201.0,132.0,222.0,166
,,,,162.0,22.0,236.0,246
,,,,123.0,92.0,34.0,89
,,,,129.0,234.0,247.0,10
,,,,113.0,213.0,234.0,167
,,,,122.0,96.0,77.0,107
,,,,30.0,45.0,29.0,132
,,,,195.0,207.0,10.0,51
,,,,16.0,233.0,106.0,161
,,,,162.0,73.0,44.0,212
,,,,78.0,146.0,108.0,10
,,,,191.0,108.0,94.0,84
,,,,146.0,50.0,77.0,92
,,,,60.0,3.0,51.0,109
,,,,134.0,47.0,24.0,246
,,,,38.0,223.0,62.0,255
,,,,30.0,56.0,186.0,64
,,,,107.0,221.0,184.0,191
,,,,17.0,186.0,138.0,250
,,,,131.0,148.0,194.0,68
,,,,15.0,215.0,105.0,237
,,,,212.0,1.0,109.0,163
,,,,113.0,88.0,126.0,219
,,,,75.0,119.0,226.0,200
,,,,113.0,228.0,191.0,42
,,,,124.0,50.0,11.0,39
,,,,220.0,91.0,249.0,91
,,,,158.0,5.0,24.0,197
,,,,32.0,88.0,10.0,171
,,,,210.0,88.0,154.0,231
,,,,55.0,33.0,90.0,191
,,,,110.0,185.0,0.0,7
,,,,33.0,244.0,76.0,78
,,,,190.0,11.0,3.0,145
,,,,244.0,115.0,32.0,100
,,,,23.0,219.0,83.0,248
,,,,98.0,255.0,177.0,255
,,,,17.0,26.0,224.0,63
,,,,91.0,96.0,183.0,32
,,,,202.0,186.0,65.0,177
,,,,243.0,162.0,158.0,230
,,,,111.0,211.0,55.0,216
,,,,177.0,178.0,97.0,169
,,,,250.0,249.0,65.0,13
,,,,100.0,154.0,57.0,75
,,,,51.0,146.0,42.0,99
,,,,201.0,14.0,255.0,108
,,,,111.0,157.0,180.0,4
,,,,226.0,239.0,132.0,222
,,,,9.0,25.0,72.0,208
,,,,157.0,130.0,178.0,44
,,,,84.0,213.0,197.0,126
,,,,51.0,139.0,207.0,61
,,,,16.0,162.0,241.0,217
,,,,244.0,78.0,85.0,126
,,,,187.0,24.0,128.0,12
,,,,246.0,74.0,63.0,89
,,,,150.0,23.0,237.0,207
,,,,219.0,155.0,212.0,200
,,,,51.0,38.0,110.0,229
,,,,249.0,188.0,120.0,62
,,,,16.0,146.0,205.0,86
,,,,2.0,103.0,5.0,39
,,,,163.0,206.0,224.0,118
,,,,220.0,58.0,103.0,141
,,,,61.0,66.0,216.0,60
,,,,92.0,75.0,129.0,163
,,,,172.0,119.0,228.0,194
,,,,170.0,128.0,42.0,55
,,,,145.0,213.0,154.0,118
,,,,42.0,198.0,175.0,52
,,,,95.0,223.0,227.0,151
,,,,228.0,138.0,171.0,234
,,,,46.0,135.0,30.0,143
,,,,202.0,67.0,112.0,2
,,,,73.0,86.0,221.0,14
,,,,116.0,10.0,165.0,38
,,,,22.0,55.0,246.0,39
,,,,96.0,115.0,106.0,87
,,,,77.0,150.0,241.0,239
,,,,9.0,250.0,248.0,223
,,,,6.0,211.0,0.0,59
,,,,70.0,158.0,238.0,180
,,,,228.0,210.0,221.0,116
