array_0,array_1,array_2,array_3,array_4,array_5,array_6,array_7
,116.0,38.0,130.0,104.0,21.0,73.0,175
,174.0,137.0,73.0,204.0,203.0,48.0,111
,69.0,78.0,101.0,39.0,99.0,35.0,71
,200.0,180.0,66.0,125.0,7.0,42.0,46
,48.0,145.0,186.0,233.0,221.0,138.0,84
,148.0,14.0,242.0,76.0,44.0,9.0,144
,103.0,116.0,239.0,23.0,25.0,21.0,67
,57.0,61.0,222.0,45.0,22.0,162.0,149
,14.0,245.0,45.0,233.0,126.0,146.0,27
,226.0,242.0,99.0,168.0,189.0,244.0,131
,144.0,25.0,75.0,196.0,202.0,31.0,142
,143.0,135.0,158.0,246.0,215.0,95.0,245
,90.0,106.0,128.0,110.0,185.0,112.0,208
,95.0,202.0,179.0,30.0,21.0,88.0,235
,115.0,110.0,79.0,188.0,210.0,204.0,121
,0.0,121.0,169.0,35.0,102.0,31.0,223
,223.0,77.0,249.0,173.0,39.0,176.0,162
,242.0,80.0,210.0,244.0,143.0,116.0,143
,246.0,154.0,8.0,7.0,27.0,65.0,26
,153.0,75.0,210.0,125.0,216.0,84.0,90
,9.0,236.0,156.0,94.0,102.0,103.0,103
,95.0,50.0,187.0,61.0,115.0,232.0,173
,165.0,93.0,97.0,81.0,149.0,250.0,179
,91.0,8.0,82.0,199.0,196.0,255.0,93
,96.0,43.0,11.0,40.0,223.0,209.0,211
,218.0,120.0,13.0,100.0,78.0,188.0,55
,148.0,166.0,45.0,124.0,171.0,149.0,74
,30.0,219.0,167.0,16.0,101.0,18.0,227
,48.0,64.0,231.0,181.0,203.0,177.0,139
,151.0,136.0,219.0,238.0,51.0,20.0,183
,104.0,213.0,189.0,217.0,203.0,28.0,80
,174.0,167.0,130.0,252.0,85.0,240.0,215
,239.0,49.0,78.0,244.0,139.0,142.0,5
,84.0,59.0,37.0,25.0,90.0,85.0,41
,74.0,50.0,202.0,93.0,211.0,236.0,162
,245.0,197.0,203.0,75.0,141.0,113.0,103
,88.0,64.0,117.0,45.0,126.0,62.0,62
,10.0,216.0,188.0,64.0,248.0,219.0,206
,97.0,100.0,93.0,136.0,161.0,227.0,203
,80.0,43.0,245.0,66.0,40.0,241.0,145
,216.0,27.0,71.0,137.0,122.0,36.0,132
,142.0,91.0,253.0,242.0,173.0,172.0,70
,152.0,50.0,124.0,64.0,136.0,50.0,13
,219.0,95.0,219.0,46.0,184.0,141.0,253
,207.0,128.0,89.0,40.0,140.0,164.0,4
,122.0,174.0,112.0,109.0,248.0,223.0,254
,,229.0,214.0,131.0,225.0,120.0,12
,,0.0,203.0,197.0,193.0,45.0,184
,,130.0,121.0,47.0,194.0,154.0,138
,,81.0,122.0,132.0,163.0,151.0,218
,,233.0,137.0,76.0,118.0,50.0,247
,,43.0,47.0,217.0,35.0,160.0,126
,,182.0,88.0,88.0,66.0,247.0,117
,,197.0,141.0,65.0,200.0,5.0,103
,,116.0,160.0,40.0,238.0,108.0,94
,,250.0,35.0,132.0,11.0,248.0,156
,,194.0,13.0,67.0,101.0,100.0,206
,,171.0,129.0,105.0,117.0,55.0,130
,,206.0,13.0,60.0,74.0,196.0,150
,,129.0,187.0,29.0,86.0,56.0,42
,,161.0,66.0,226.0,74.0,91.0,96
,,221.0,190.0,231.0,96.0,192.0,229
,,72.0,62.0,138.0,171.0,89.0,9
,,40.0,245.0,255.0,68.0,38.0,36
,,5.0,67.0,117.0,58.0,182.0,214
,,42.0,237.0,226.0,187.0,146.0,236
,,16.0,223.0,21.0,44.0,72.0,135
,,100.0,28.0,214.0,20.0,222.0,163
,,251.0,178.0,145.0,218.0,107.0,211
,,162.0,16.0,67.0,22.0,134.0,8
,,133.0,201.0,128.0,168.0,255.0,185
,,79.0,57.0,123.0,239.0,37.0,126
,,114.0,38.0,106.0,23.0,40.0,221
,,132.0,63.0,132.0,64.0,3.0,180
,,225.0,245.0,210.0,21.0,68.0,34
,,65.0,224.0,206.0,97.0,155.0,174
,,228.0,183.0,87.0,17.0,11.0,73
,,159.0,73.0,136.0,171.0,197.0,129
,,27.0,208.0,75.0,59.0,27.0,48
,,72.0,68.0,250.0,16.0,24.0,49
,,168.0,140.0,65.0,28.0,91.0,141
,,23.0,76.0,76.0,150.0,14.0,238
,,93.0,126.0,35.0,2.0,135.0,3
,,64.0,202.0,191.0,89.0,167.0,131
,,116.0,124.0,155.0,177.0,86.0,198
,,109.0,134.0,51.0,60.0,89.0,217
,,131.0,249.0,111.0,120.0,213.0,170
,,206.0,76.0,123.0,134.0,125.0,141
,,29.0,111.0,139.0,202.0,12.0,76
,,145.0,103.0,69.0,177.0,77.0,199
,,167.0,12.0,100.0,146.0,87.0,127
,,247.0,123.0,105.0,96.0,65.0,218
,,122.0,219.0,90.0,7.0,9.0,234
,,41.0,151.0,18.0,59.0,167.0,132
,,54.0,146.0,179.0,56.0,159.0,5
,,104.0,20.0,202.0,3.0,84.0,30
,,91.0,104.0,129.0,131.0,62.0,235
,,80.0,61.0,76.0,218.0,114.0,244
,,47.0,101.0,59.0,77.0,131.0,112
,,96.0,238.0,54.0,212.0,51.0,126
,,23.0,46.0,50.0,236.0,171.0,115
,,239.0,55.0,240.0,215.0,74.0,116
,,12.0,175.0,255.0,202.0,216.0,92
,,177.0,92.0,169.0,134.0,64.0,61
,,15.0,195.0,10.0,233.0,214.0,93
,,83.0,251.0,254.0,52.0,199.0,251
,,65.0,81.0,81.0,87.0,203.0,232
,,16.0,54.0,66.0,92.0,3.0,2
,,57.0,136.0,197.0,100.0,153.0,177
,,61.0,167.0,224.0,154.0,29.0,103
,,19.0,176.0,9.0,104.0,222.0,254
,,242.0,191.0,96.0,50.0,36.0,218
,,78.0,176.0,135.0,8.0,242.0,247
,,222.0,84.0,175.0,219.0,108.0,55
,,60.0,128.0,9.0,129.0,110.0,199
,,82.0,143.0,26.0,26.0,60.0,131
,,224.0,206.0,148.0,186.0,199.0,50
,,73.0,179.0,16.0,53.0,23.0,22
,,26.0,164.0,34.0,15.0,95.0,80
,,39.0,200.0,33.0,138.0,65.0,123
,,214.0,152.0,75.0,38.0,234.0,172
,,121.0,206.0,199.0,210.0,238.0,196
,,192.0,233.0,44.0,232.0,110.0,28
,,196.0,140.0,126.0,128.0,240.0,136
,,33.0,42.0,178.0,108.0,240.0,22
,,66.0,244.0,36.0,53.0,88.0,188
,,90.0,57.0,197.0,131.0,73.0,90
,,189.0,137.0,113.0,35.0,12.0,42
,,66.0,60.0,134.0,4.0,227.0,182
,,242.0,183.0,134.0,194.0,9.0,97
,,11.0,15.0,94.0,130.0,133.0,156
,,162.0,47.0,197.0,77.0,45.0,223
,,66.0,31.0,250.0,254.0,171.0,183
,,83.0,11.0,36.0,40.0,92.0,68
,,197.0,117.0,117.0,60.0,222.0,151
,,99.0,46.0,124.0,78.0,57.0,122
,,86.0,134.0,203.0,40.0,139.0,168
,,247.0,14.0,210.0,74.0,174.0,112
,,30.0,68.0,145.0,159.0,217.0,151
,,34.0,152.0,235.0,73.0,231.0,165
,,38.0,39.0,229.0,0.0,177.0,156
,,13.0,224.0,144.0,137.0,204.0,180
,,155.0,57.0,28.0,73.0,100.0,67
,,234.0,105.0,17.0,36.0,225.0,117
,,0.0,121.0,50.0,177.0,229.0,138
,,188.0,108.0,170.0,197.0,231.0,132
,,32.0,2.0,60.0,248.0,34.0,144
,,128.0,27.0,187.0,98.0,205.0,175
,,63.0,24.0,160.0,75.0,252.0,158
,,13.0,39.0,228.0,172.0,77.0,174
,,241.0,85.0,135.0,16.0,14.0,63
,,21.0,145.0,154.0,25.0,200.0,200
,,20.0,241.0,59.0,202.0,54.0,249
,,212.0,49.0,200.0,152.0,209.0,235
,,211.0,101.0,186.0,218.0,136.0,185
,,99.0,98.0,106.0,137.0,60.0,83
,,225.0,125.0,124.0,28.0,248.0,101
,,10.0,183.0,125.0,246.0,39.0,8
,,124.0,72.0,116.0,133.0,173.0,92
,,220.0,180.0,140.0,7.0,69.0,174
,,176.0,137.0,192.0,196.0,88.0,187
,,135.0,160.0,70.0,159.0,229.0,99
,,176.0,143.0,106.0,19.0,101.0,38
,,92.0,129.0,207.0,135.0,162.0,165
,,234.0,61.0,21.0,163.0,187.0,221
,,202.0,32.0,153.0,63.0,22.0,89
,,101.0,174.0,133.0,182.0,173.0,27
,,106.0,10.0,118.0,14.0,95.0,110
,,245.0,129.0,126.0,226.0,38.0,240
,,124.0,97.0,131.0,91.0,121.0,164
,,137.0,238.0,239.0,27.0,177.0,205
,,67.0,193.0,52.0,43.0,134.0,124
,,154.0,179.0,43.0,236.0,160.0,210
,,138.0,110.0,136.0,153.0,222.0,181
,,,215.0,103.0,220.0,46.0,189
,,,216.0,52.0,1.0,48.0,109
,,,83.0,185.0,107.0,223.0,57
,,,118.0,2.0,165.0,74.0,143
,,,34.0,171.0,61.0,237.0,94
,,,48.0,12.0,199.0,177.0,183
,,,150.0,105.0,23.0,6.0,42
,,,23.0,39.0,127.0,239.0,37
,,,212.0,110.0,196.0,151.0,194
,,,17.0,132.0,71.0,21.0,240
,,,78.0,170.0,159.0,64.0,20
,,,155.0,130.0,250.0,194.0,186
,,,155.0,166.0,247.0,182.0,65
,,,115.0,212.0,144.0,128.0,57
,,,242.0,98.0,244.0,75.0,26
,,,190.0,79.0,25.0,74.0,37
,,,111.0,157.0,109.0,101.0,236
,,,214.0,22.0,65.0,129.0,163
,,,169.0,130.0,214.0,241.0,239
,,,61.0,38.0,159.0,107.0,100
,,,108.0,130.0,232.0,34.0,135
,,,119.0,56.0,40.0,200.0,114
,,,186.0,240.0,195.0,154.0,255
,,,27.0,222.0,164.0,229.0,45
,,,92.0,151.0,115.0,130.0,197
,,,61.0,121.0,202.0,45.0,141
,,,22.0,158.0,228.0,51.0,82
,,,107.0,41.0,246.0,30.0,153
,,,62.0,31.0,90.0,46.0,25
,,,52.0,68.0,21.0,167.0,201
,,,152.0,28.0,20.0,215.0,188
,,,255.0,149.0,133.0,215.0,129
,,,58.0,207.0,222.0,151.0,43
,,,83.0,35.0,217.0,8.0,144
,,,44.0,101.0,249.0,172.0,76
,,,74.0,79.0,147.0,183.0,42
,,,1.0,233.0,150.0,252.0,151
,,,164.0,21.0,206.0,110.0,190
,,,23.0,195.0,95.0,64.0,211
,,,204.0,230.0,161.0,107.0,46
,,,27.0,88.0,152.0,57.0,185
,,,97.0,125.0,43.0,50.0,121
,,,110.0,121.0,80.0,160.0,197
,,,5.0,209.0,106.0,211.0,44
,,,92.0,160.0,103.0,156.0,221
,,,195.0,63.0,129.0,196.0,249
,,,66.0,193.0,122.0,234.0,199
,,,212.0,35.0,188.0,85.0,33
,,,64.0,17.0,121.0,31.0,236
,,,205.0,220.0,213.0,190.0,55
,,,160.0,204.0,0.0,127.0,126
,,,148.0,163.0,85.0,136.0,86
,,,83.0,28.0,141.0,228.0,47
,,,140.0,120.0,161.0,75.0,191
,,,63.0,244.0,99.0,156.0,106
,,,104.0,44.0,99.0,226.0,17
,,,203.0,204.0,13.0,114.0,230
,,,200.0,33.0,4.0,240.0,186
,,,25.0,148.0,33.0,16.0,64
,,,214.0,137.0,85.0,12.0,197
,,,147.0,131.0,230.0,90.0,233
,,,212.0,80.0,160.0,75.0,73
,,,135.0,237.0,163.0,112.0,31
,,,0.0,144.0,189.0,177.0,252
,,,228.0,155.0,227.0,248.0,123
,,,157.0,69.0,242.0,29.0,170
,,,219.0,176.0,97.0,223.0,240
,,,55.0,165.0,47.0,111.0,51
,,,192.0,95.0,177.0,161.0,17
,,,31.0,246.0,199.0,197.0,62
,,,67.0,251.0,115.0,76.0,228
,,,109.0,40.0,44.0,93.0,239
,,,164.0,176.0,131.0,255.0,163
,,,122.0,195.0,194.0,151.0,149
,,,110.0,202.0,249.0,202.0,134
,,,72.0,50.0,111.0,192.0,98
,,,51.0,84.0,253.0,133.0,197
,,,64.0,50.0,45.0,86.0,98
,,,224.0,130.0,207.0,74.0,39
,,,119.0,79.0,64.0,152.0,137
,,,125.0,94.0,210.0,226.0,176
,,,90.0,210.0,79.0,161.0,57
,,,7.0,252.0,142.0,188.0,86
,,,184.0,238.0,71.0,36.0,89
,,,152.0,82.0,146.0,80.0,212
,,,87.0,223.0,27.0,100.0,189
,,,16.0,117.0,14.0,219.0,184
,,,138.0,22.0,114.0,174.0,181
,,,187.0,166.0,8.0,172.0,177
,,,204.0,65.0,78.0,173.0,80
,,,118.0,179.0,230.0,124.0,225
,,,203.0,53.0,195.0,33.0,227
,,,84.0,212.0,60.0,164.0,114
,,,232.0,211.0,82.0,96.0,207
,,,119.0,218.0,187.0,196.0,29
,,,23.0,34.0,95.0,89.0,12
,,,141.0,65.0,151.0,231.0,153
,,,225.0,4.0,58.0,125.0,162
,,,170.0,123.0,241.0,51.0,207
,,,36.0,0.0,205.0,167.0,187
,,,205.0,3.0,101.0,131.0,70
,,,78.0,18.0,72.0,93.0,233
,,,17.0,21.0,69.0,95.0,6
,,,232.0,25.0,133.0,41.0,141
,,,37.0,105.0,142.0,97.0,210
,,,235.0,218.0,223.0,122.0,197
,,,213.0,226.0,214.0,68.0,236
,,,193.0,153.0,9.0,22.0,204
,,,60.0,58.0,32.0,202.0,151
,,,48.0,211.0,98.0,151.0,63
,,,52.0,162.0,227.0,42.0,108
,,,228.0,49.0,131.0,173.0,245
,,,44.0,51.0,215.0,243.0,249
,,,113.0,193.0,183.0,254.0,138
,,,59.0,114.0,216.0,65.0,77
,,,102.0,133.0,87.0,24.0,7
,,,206.0,46.0,57.0,199.0,110
,,,81.0,234.0,201.0,48.0,86
,,,250.0,49.0,212.0,62.0,52
,,,101.0,134.0,202.0,154.0,10
,,,206.0,137.0,31.0,202.0,64
,,,254.0,40.0,218.0,26.0,137
,,,8.0,198.0,32.0,109.0,78
,,,199.0,178.0,19.0,250.0,144
,,,195.0,159.0,237.0,151.0,99
,,,118.0,114.0,24.0,239.0,231
,,,174.0,118.0,174.0,250.0,19
,,,216.0,162.0,177.0,148.0,43
,,,235.0,212.0,50.0,96.0,11
,,,39.0,114.0,110.0,202.0,248
,,,149.0,166.0,28.0,29.0,46
,,,178.0,182.0,156.0,53.0,20
,,,170.0,225.0,125.0,168.0,233
,,,167.0,18.0,106.0,57.0,130
,,,58.0,178.0,56.0,135.0,57
,,,106.0,189.0,8.0,77.0,101
,,,199.0,88.0,160.0,24.0,187
,,,121.0,68.0,236.0,156.0,241
,,,163.0,148.0,38.0,108.0,199
,,,105.0,161.0,86.0,184.0,178
,,,229.0,252.0,126.0,66.0,21
,,,65.0,222.0,157.0,251.0,248
,,,238.0,13.0,43.0,122.0,244
,,,5.0,215.0,138.0,237.0,48
,,,170.0,51.0,235.0,140.0,197
,,,99.0,114.0,57.0,209.0,105
,,,251.0,173.0,193.0,123.0,28
,,,30.0,208.0,102.0,158.0,180
,,,189.0,44.0,66.0,46.0,56
,,,109.0,175.0,249.0,175.0,219
,,,24.0,121.0,134.0,68.0,88
,,,95.0,111.0,51.0,202.0,217
,,,199.0,200.0,234.0,164.0,44
,,,219.0,96.0,173.0,254.0,37
,,,109.0,108.0,3.0,241.0,91
,,,1.0,196.0,63.0,180.0,177
,,,159.0,216.0,106.0,251.0,238
,,,86.0,152.0,16.0,127.0,22
,,,133.0,126.0,106.0,106.0,141
,,,107.0,244.0,55.0,151.0,175
,,,12.0,68.0,122.0,93.0,237
,,,204.0,77.0,160.0,252.0,137
,,,184.0,6.0,151.0,237.0,105
,,,194.0,83.0,39.0,99.0,117
,,,234.0,79.0,76.0,210.0,30
,,,148.0,76.0,30.0,176.0,80
,,,30.0,252.0,17.0,66.0,96
,,,149.0,115.0,225.0,18.0,170
,,,124.0,105.0,123.0,152.0,51
,,,27.0,188.0,39.0,6.0,5
,,,108.0,245.0,11.0,60.0,147
,,,83.0,154.0,133.0,1.0,108
,,,50.0,9.0,216.0,97.0,180
,,,22.0,39.0,100.0,46.0,249
,,,188.0,143.0,165.0,41.0,153
,,,138.0,131.0,238.0,21.0,86
,,,79.0,89.0,49.0,149.0,130
,,,116.0,125.0,126.0,118.0,80
,,,105.0,173.0,245.0,95.0,237
,,,47.0,254.0,213.0,86.0,185
,,,153.0,180.0,44.0,103.0,127
,,,81.0,181.0,54.0,78.0,1
,,,199.0,162.0,149.0,212.0,95
,,,221.0,83.0,101.0,242.0,191
,,,243.0,187.0,208.0,163.0,201
,,,114.0,15.0,241.0,175.0,73
,,,101.0,0.0,197.0,85.0,246
,,,209.0,160.0,90.0,249.0,134
,,,158.0,150.0,185.0,53.0,17
,,,240.0,106.0,105.0,189.0,253
,,,85.0,96.0,99.0,114.0,174
,,,248.0,254.0,9.0,53.0,79
,,,128.0,24.0,137.0,225.0,104
,,,132.0,244.0,132.0,238.0,114
,,,97.0,144.0,35.0,206.0,110
,,,4.0,21.0,209.0,128.0,64
,,,169.0,109.0,37.0,38.0,151
,,,11.0,13.0,255.0,225.0,223
,,,78.0,252.0,48.0,193.0,95
,,,123.0,160.0,96.0,83.0,85
,,,0.0,74.0,253.0,15.0,205
,,,29.0,102.0,177.0,85.0,151
,,,47.0,65.0,152.0,192.0,199
,,,248.0,215.0,69.0,227.0,52
,,,148.0,16.0,17.0,78.0,248
,,,2.0,122.0,137.0,247.0,90
,,,220.0,192.0,5.0,73.0,183
,,,192.0,25.0,29.0,88.0,88
,,,213.0,87.0,151.0,180.0,251
,,,52.0,3.0,252.0,30.0,219
,,,247.0,201.0,238.0,170.0,192
,,,247.0,129.0,30.0,244.0,126
,,,200.0,240.0,24.0,37.0,223
,,,218.0,110.0,223.0,154.0,163
,,,53.0,107.0,60.0,116.0,138
,,,73.0,34.0,87.0,232.0,80
,,,105.0,141.0,158.0,138.0,217
,,,87.0,158.0,122.0,155.0,254
,,,191.0,63.0,241.0,231.0,16
,,,148.0,14.0,201.0,226.0,210
,,,212.0,41.0,29.0,226.0,14
,,,242.0,98.0,240.0,207.0,151
,,,78.0,236.0,161.0,108.0,155
,,,13.0,35.0,144.0,202.0,214
,,,155.0,87.0,90.0,226.0,3
,,,41.0,159.0,52.0,73.0,4
,,,235.0,126.0,84.0,196.0,180
,,,101.0,12.0,50.0,135.0,175
,,,118.0,175.0,160.0,98.0,40
,,,145.0,220.0,139.0,212.0,248
,,,158.0,210.0,4.0,27.0,195
,,,203.0,206.0,1.0,226.0,30
,,,24.0,181.0,98.0,108.0,177
,,,183.0,1.0,101.0,220.0,168
,,,199.0,209.0,25.0,254.0,136
,,,134.0,170.0,98.0,242.0,116
,,,79.0,200.0,195.0,255.0,138
,,,74.0,63.0,133.0,26.0,119
,,,205.0,119.0,110.0,101.0,106
,,,69.0,77.0,184.0,39.0,201
,,,118.0,52.0,208.0,91.0,215
,,,3.0,91.0,230.0,64.0,86
,,,93.0,247.0,153.0,61.0,126
,,,75.0,3.0,233.0,40.0,146
,,,252.0,48.0,112.0,80.0,89
,,,164.0,36.0,52.0,71.0,246
,,,91.0,19.0,8.0,218.0,157
,,,0.0,126.0,117.0,168.0,71
,,,238.0,208.0,73.0,88.0,143
,,,91.0,11.0,52.0,154.0,243
,,,133.0,128.0,207.0,70.0,89
,,,5.0,0.0,162.0,67.0,163
,,,23.0,89.0,202.0,138.0,219
,,,185.0,76.0,62.0,130.0,41
,,,196.0,191.0,83.0,149.0,100
,,,124.0,194.0,131.0,127.0,185
,,,,206.0,32.0,209.0,128
,,,,133.0,25.0,71.0,173
,,,,44.0,119.0,210.0,250
,,,,205.0,49.0,18.0,183
,,,,2.0,41.0,209.0,59
,,,,160.0,234.0,76.0,133
,,,,232.0,54.0,140.0,234
,,,,28.0,239.0,219.0,196
,,,,224.0,219.0,11.0,81
,,,,246.0,44.0,22.0,103
,,,,73.0,49.0,29.0,125
,,,,4.0,242.0,108.0,182
,,,,79.0,123.0,219.0,201
,,,,73.0,182.0,130.0,181
,,,,21.0,96.0,58.0,102
,,,,143.0,206.0,110.0,215
,,,,180.0,51.0,151.0,254
,,,,172.0,17.0,42.0,197
,,,,147.0,93.0,174.0,141
,,,,152.0,189.0,46.0,111
,,,,93.0,183.0,147.0,174
,,,,206.0,212.0,78.0,28
,,,,59.0,173.0,0.0,135
,,,,245.0,87.0,21.0,103
,,,,168.0,66.0,16.0,124
,,,,189.0,209.0,181.0,247
,,,,126.0,160.0,20.0,146
,,,,55.0,233.0,29.0,127
,,,,194.0,124.0,193.0,200
,,,,129.0,183.0,119.0,9
,,,,29.0,249.0,135.0,215
,,,,94.0,119.0,75.0,8
,,,,252.0,189.0,18.0,145
,,,,126.0,181.0,173.0,110
,,,,16.0,2.0,167.0,122
,,,,102.0,151.0,234.0,190
,,,,89.0,203.0,221.0,110
,,,,136.0,164.0,48.0,152
,,,,90.0,115.0,83.0,118
,,,,24.0,208.0,166.0,159
,,,,121.0,193.0,5.0,169
,,,,141.0,238.0,104.0,6
,,,,32.0,60.0,6.0,8
,,,,252.0,156.0,226.0,120
,,,,1.0,143.0,123.0,153
,,,,17.0,204.0,101.0,138
,,,,3.0,190.0,113.0,87
,,,,155.0,236.0,88.0,44
,,,,131.0,223.0,64.0,219
,,,,16.0,203.0,218.0,214
,,,,2.0,64.0,129.0,202
,,,,73.0,145.0,148.0,35
,,,,55.0,255.0,33.0,25
,,,,129.0,250.0,92.0,96
,,,,74.0,227.0,25.0,172
,,,,222.0,159.0,129.0,37
,,,,254.0,115.0,70.0,244
,,,,25.0,147.0,35.0,216
,,,,132.0,212.0,233.0,79
,,,,14.0,60.0,28.0,3
,,,,187.0,206.0,235.0,63
,,,,43.0,102.0,226.0,94
,,,,114.0,120.0,210.0,141
,,,,19.0,178.0,200.0,157
,,,,158.0,124.0,162.0,57
,,,,235.0,95.0,138.0,62
,,,,92.0,134.0,85.0,171
,,,,47.0,85.0,67.0,173
,,,,77.0,79.0,76.0,176
,,,,156.0,123.0,158.0,197
,,,,134.0,64.0,117.0,238
,,,,188.0,245.0,57.0,30
,,,,80.0,135.0,193.0,7
,,,,152.0,218.0,56.0,166
,,,,73.0,251.0,8.0,9
,,,,202.0,153.0,107.0,244
,,,,78.0,24.0,144.0,231
,,,,29.0,154.0,53.0,216
,,,,80.0,158.0,121.0,68
,,,,180.0,76.0,60.0,16
,,,,134.0,198.0,198.0,125
,,,,182.0,19.0,151.0,24
,,,,12.0,235.0,107.0,176
,,,,129.0,161.0,152.0,7
,,,,239.0,65.0,112.0,254
,,,,45.0,118.0,255.0,155
,,,,4.0,195.0,21.0,9
,,,,254.0,53.0,85.0,162
,,,,243.0,79.0,177.0,57
,,,,77.0,166.0,124.0,212
,,,,46.0,225.0,91.0,27
,,,,159.0,208.0,154.0,96
,,,,174.0,75.0,156.0,151
,,,,101.0,210.0,85.0,121
,,,,96.0,184.0,101.0,215
,,,,145.0,205.0,198.0,132
,,,,159.0,222.0,159.0,77
,,,,34.0,191.0,37.0,69
,,,,35.0,97.0,217.0,214
,,,,117.0,201.0,91.0,80
,,,,168.0,133.0,89.0,115
,,,,105.0,233.0,160.0,180
